1367,FERTILIZER AND PESTICIDE AUHORITY
1368,"LGU, IVISAN"
1369,LGU Bislig
1370,"Sangguniang Kabataan Barangay 3 Poblacion Carmona, Cavite"
1371,SEVERINO ESCARO ELEMENTARY SCHOOL
1372,LGU ANDA
1373,Municipality of Tangalan
1374,MARITIME INDUSTRY AUTHORITY (MARINA) R.O. VII
1375,NORTHERN MINDANAO MEDICAL CENTER
1376,Baguio Water District
1377,JERUSALEM NATIONAL HIGH SCHOOL - CADIZ CITY NEGROS OCCIDENTAL
1378,Philippine Council for Agriculture and Fisheries
1379,"LGU - ANDA, PANGASINAN"
1380,LGU-Patnongon
1381,"Philippine Council for Industry, Energy and Emerging Technology Research and Development"
1382,"Sangguniang Kabataan ng Barangay 4 Poblacion Carmona, Cavite"
1383,Maritime Industry Authority Regional Office VIII
1384,LGU - ANDA PANGASINAN
1385,Bangko Sentral ng Pilipinas San Fernando (Pampanga) Branch
1386,DSWD-CAR
1387,DPWH Pangasinan 2nd DEO
1388,"BARANGAY 8 POBLACION CARMONA, CAVITE"
1389,Baguio Water District
1390,Brgy. 3 Poblacion Carmona Cavite
1391,DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FIELD OFFICE 12
1392,Local Government Unit of Sebaste
1393,"MUNICIPALITY OF LOPEZ, QUEZON"
1394,Barangay Government of Seselangen
1395,VICENTE SOTTO MEMORIAL MEDICAL CENTER
1396,Procurement Service - DBM
1397,"Barangay Government of Victoria, Sual"
1398,VICENTE SOTTO MEMORIAL MEDICAL CENTER
1399,MARITIME INDUSTRY AUTHORITY-CENTRAL OFFICE
1400,Department of Science and Technology-XI
1401,ANDRES BONIFACIO ELEMENTARY SCHOOL
1402,CNHS-LUNA EXTENSION HIGH SCHOOL
1403,Tagbanon Elementary School
1404,Department of Tourism Regional Office I
1405,CADIZ EAST ELEMENTARY SCHOOL 1
1406,"BARANGAY GOVERNMENT UNIT OF PANGASCASAN, SUAL, PANGASINAN"
1407,Caduha-an National High School-Luna Extension High School
1408,ALIMATOC ELEMENTARY SCHOOL
1409,Philippine Science High School-Zamboanga Peninsula Region Campus
1410,Hon.P.R.Villena Mem\'l.Elem.School
1411,Philippine Science High School System - Office of the Executive Director
1412,Department of Tourism
1413,Cotcot Elementary School
1414,Environmental Management Bureau Region VI
1415,CITY GOVERNMENT OF TAYABAS
1416,National Irrigation Administration - Region XI
1417,Alingating Elementary School
1418,Tagbanon Elementary School
1419,Department of Agrarian Reform Provincial Office of Apayao
1420,CAVITE ECONOMIC ZONE-PEZA
1421,ALINGATING ELEMENTARY SCHOOL
1422,VICENTE PATEICIO MEMORIAL ELEMENTARY SCHOOL
1423,Vicente Patricio Memorial Elementary School
1424,City Govenment of Bacoor
1425,Provincial Government of Cotabato
1426,"Municipality of Polillo, Quezon"
1427,Local Government Unit of Tublay
1428,LGU-Caibiran
1429,"LGU, Santa Barbara, Iloilo"
1430,Development Bank of the Philippines
1431,City Government of Santiago City
1432,Sangay Elementary School
1433,BUREAU OF FIRE PROTECTION REGION IX
1434,"LGU-BOLJOON, CEBU"
1435,City Government of Bacoor
1436,ALIMATOC ELEMENTARY SCHOOL
1437,City Government of Bacoor
1438,Procurment Service - DBM
1439,"Sangguniang Kabataan ng Barangay 1 Carmona, Cavite"
1440,Local Government Unit of General Santos City
1441,PROVINCE OF CAGAYAN
1442,Maritime Industry Authority Regional Office VIII
1443,sangguniang kabataan ng brgy bancal
1444,"LGU- Culasi, Antique"
1445,PROCUREMENT SERVICE
1446,"Sangguniang Kabataan ng Barangay 5 Poblacion Carmona, Cavite"
1447,Caraga Regional Hospital
1448,"Local Government of Cabugao, Ilocos Sur"
1449,PROCUREMENT SERVICE
1450,LGU-PADRE BURGOS SOUTHERN LEYTE
1451,Sangguniang Kabataan ng Barangay Mabuhay Carmona Cavite
1452,BARANGAY 8 ROSARIO  CARMONA CAVITE
1453,Bases Conversion and Development Authority
1454,LGU GENMACARTHUR EASTERN SAMAR
1455,"BARANGAY GOVERNMENT UNIT OF PANGASCASAN, SUAL, PANGASINAN"
1456,BURGOS NATIONAL HIGH SCHOOL
1457,VICENTE PATRICIO MEMORIAL ELEMENTARY SCHOOL
1458,DOH CENTER FOR HEALTH DEVELOPMENT CALABARZON
1459,BaguioWaterDistrict
1460,"Municipal Government of Sariaya, Quezon Province"
1461,ANDRES BONIFACIO ELEMWNTARY SCHOOL
1462,MARITIME INDUSTRY AUTHORITY Central Office
1463,NATIONAL ECONOMIC AND DEVELOPMENT AUTHORITY REGION V
1464,"Barangay 12 Milagrosa, Carmona, Cavite"
1465,City of Balanga
1466,"LGU - UNISAN, QUEZON"
1467,"LGU - PITOGO, QUEZON"
1468,"Municipality of San Jose de Buenavista, Antique"
1469,"LGU Cabarroguis, Quirino"
1470,Las Pi\\u00c3\\u00b1as - Muntinlupa District Engineering Office
1471,DPWH - Tarlac 2nd District Engineering Office
1472,DPWH - Tarlac 2nd District Engineering Office
1473,DPWH - Tarlac 2nd District Engineering Office
1474,DILG Region XIII
1475,City Government of Bacoor
1476,DPWH REGIONAL OFFICE XII
1477,Mariano Marcos Memorial Hospital and Medical Center
1478,Office of Civil Defense Calabarzon
1479,"LGU San Narciso, Quezon"
1480,PROVINCIAL GOVERNMENT OF SOUTH COTABATO
1481,Sangguniang Barangay of Ilayang Polo
1482,MUNICIPALITY OF GENERAL MAMERTO NATIVIDAD
1483,FOREIGN SERVICE INSTITUTE
1484,LGU San Francisco
1485,National Police Commission - Central Office
1486,Employees\' Compensation Commission
1487,IFUGAO STATE UNIVERSITY
1488,Department of Tourism-Region 13
1489,PROTEGO GLOBAL RESOURCE
1490,Philippine Science High School - Central Visayas Campus
1491,Metropolitan Cebu Water District
1492,PHILIPPINE COAST GUARD
1493,"LGU City of Alaminos, Pangasinan"
1494,Local Government Unit of Rizal
1495,Bohol Island State University - Candijay Campus
1496,Sangguniang Kabataan ng Lantic
1497,Barangay Layong Mabilog
1498,Municipality of Pavia
1499,"Local Government Unit of Silago, Southern Leyte"
1500,"lgu-boljoon, cebu"
1501,CARLOS HILADO MEMORIAL STATE COLLEGE
1502,LGU-MALANGAS
1503,Department of Social Welfare and Development FO1
1504,Municipality of San Francisco Quezon
1505,City Government of Santiago
1506,"Municipality of Guinayangan, Quezon"
1507,Department of Public Works and Highways Quezon III DEO
1508,GSIS Tacloban Branch
1509,City Government of Lucena
1510,PROVINCIAL GOVERNMENT OF DAVAO DEL NORTE
1511,DPWH South Cotabato 2nd District Engineering Office
1512,PHILIPPINE NATIONAL POLICE - AVIATION SECURITY GROUP
1513,MUNICIPALITY OF BASILISA
1514,DSWD FO10
1515,MUNICIPALITY OF BASILISA
1516,MUNICIPALITY OF ALCANTARA
1517,Department of Agrarian Reform
1518,Sargan Medical Equipment and Supplies Trading
1519,LGU TIGBAUAN
1520,Philippine Navy Procurement Center
1521,Department of Agrarian Reform Provincial Office-Marinduque
1522,Department of Agrarian Reform
1523,Provincial Government of Dinagat Islands
1524,"LGU Pilar, Capiz"
1525,DEPARTMENT OF AGRARIAN REFORM
1526,Provincial Government of Dinagat Islands
1527,CITY LOCAL GOVERNMENT OF TABUK
1528,Department of Education- Division of Silay City
1529,LGU BURUANGA AKLAN
1530,EASTERN SAMAR STATE UNIVERSITY
1531,National Dairy Authority
1532,"Municipality of Catmon, Cebu"
1533,"Brgy. 12 Milagrosa Carmona, Cavite"
1534,DepED SDO BULACAN
1535,Bureau of Fire Protection Region IV-A CALABARZON
1536,LGU JORDAN
1537,Bureau of Fire Protection MIMAROPA Region
1538,DENR-ENVIRONMENTAL MANAGEMENT BUREAU RIII
1539,Department of Education - Schools Division of Bacoor City
1540,GSIS Tacloban
1541,SAN FRANCISCO WATER DISTRICT
1542,LGU-Bugasong
1543,Department of Agrarian Reform - Romblon
1544,City of Manila
1545,City of Manila
1546,City of Manila
1547,City of Manila
1548,Ci
1549,City of Manila
1550,Municipality of Nasipit
1551,DEPARTMENT OF AGRARIAN REFORM-Province of Occidental Mindoro
1552,"BRGY PANTIHAN 2, MARAGONDON, CAVITE"
1553,"Local Government Unit of Liloan, Southern Leyte"
1554,Municipality of Esperanza-LGU-Esperanza
1555,MUNICIPALITY OF VINCENZO SAGUN
1556,MUNICIPALITY OF VINCENZO SAGUN
1557,GSIS SORSOGON BRANCH OFFICE
1558,Cebu Port Authority
1559,Department of Agrarian Reform - Occidental Mindoro
1560,OFFICE OF THE PRESIDENT
1561,UP Diliman
1562,UP System
1563,"MUNICIPALITY OF SAN FRANCISCO, AGUSAN DEL SUR"
1564,Philippine National Police Highway Patrol Group
1565,DSWD FO10
1566,DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT - NATIONAL CAPITAL REGION
1567,City Government of Batangas
1568,City Government of Batangas
1569,LGU - BILAR
1570,Municipality of Ginatilan
