,Unnamed: 0,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
1096,1096,CLE BIO & MEDICAL SUPPLY,Single Proprietorship,19-Mar-2004,Platinum,Active,07-Aug-2020,07-Aug-2021,2004033507219417239
1097,1097,ABMZ CONSTRUCTION SUPPLY TRADING,Single Proprietorship,08-Feb-2019,Platinum,Active,03-Aug-2020,03-Aug-2021,201902560751483582751
1098,1098,BOTICA OCUPE,Single Proprietorship,20-Dec-2017,Platinum,Active,04-Aug-2020,04-Aug-2021,2017121230131049634747
1099,1099,JAL PHARMACEUTICALS AND MEDICAL DISTRIBUTOR,Single Proprietorship,23-May-2014,Platinum,Active,03-Aug-2020,03-Aug-2021,2014051028111869141082
1100,1100,LDE CONSTRUCTION CORP.,Corporation,18-Jun-2019,Platinum,Active,04-Aug-2020,04-Aug-2021,201906379401176933174
1101,1101,INTELLIGENT TOUCH CORPORATION,Corporation,19-Feb-2008,Platinum,Active,05-Aug-2020,05-Aug-2021,20080218945237767449
1102,1102,PANAY NEWS INC.,Corporation,06-Oct-2009,Platinum,Active,03-Aug-2020,28-Aug-2021,200910288761102582214
1103,1103,IMES ENTERPRISES,Single Proprietorship,26-May-2008,Platinum,Active,03-Aug-2020,03-Aug-2021,200805206621955055531
1104,1104,GDSM MARKETING,Single Proprietorship,02-Jul-2018,Platinum,Active,03-Aug-2020,03-Aug-2021,20180792244913661003
1105,1105,PMDC ENTERPRISES,Single Proprietorship,31-Jul-2009,Platinum,Active,03-Aug-2020,03-Aug-2021,200907279441021482724
1106,1106,A.M. BAUTISTA ENTERPRISES & CONTRACTOR,Single Proprietorship,07-Sep-2007,Platinum,Active,03-Aug-2020,03-Aug-2021,200709163221415641443
1107,1107,LASMARIANAS GARDEN RESTAURANT,Single Proprietorship,08-Jul-2015,Platinum,Active,03-Aug-2020,03-Aug-2021,2015071412551603563498
1108,1108,HEALTH OPTIONS ENTERPRISES,Single Proprietorship,06-Nov-2014,Platinum,Active,03-Aug-2020,16-Aug-2021,201411118877470399792
1109,1109,J'PRIME GENERAL ENGINEERING AND ENTERPRISES,Single Proprietorship,29-May-2018,Platinum,Active,03-Aug-2020,03-Aug-2021,20180597553368498417
1110,1110,SG GENERAL MERCHANDISE,Single Proprietorship,17-Oct-2007,Platinum,Active,03-Aug-2020,17-Sep-2021,200710170481648458327
1111,1111,SURRY HILLS SOURCES ENTERPRISE,Single Proprietorship,13-Sep-2019,Platinum,Active,07-Aug-2020,25-Sep-2021,20190921616525115033
1112,1112,KML BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,18-Feb-2018,Platinum,Active,14-Aug-2020,14-Aug-2021,201802114345451159313
1113,1113,MB MED I CARE PHARMACEUTICALS,Single Proprietorship,05-Jul-2017,Platinum,Active,04-Aug-2020,05-Aug-2021,2017071531981086821219
1114,1114,PRIME LINK PHARMACEUTICAL,Single Proprietorship,22-Apr-2016,Platinum,Active,04-Aug-2020,17-Sep-2021,20160416929793481475
1115,1115,RRCC COMPUTER & OFFICE SUPPLIES SALES & SERVICES,Single Proprietorship,13-Dec-2005,Platinum,Active,03-Aug-2020,07-Aug-2021,20051290001384777528
1116,1116,BT INFOCOMMUNICATIONS SPECIALIST INC.,Corporation,14-Mar-2014,Platinum,Active,03-Aug-2020,03-Aug-2021,201403966641747907253
1117,1117,RENJAMEL SECURITY AGENCY CORPORATION,Corporation,14-Jul-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,202007220982578424528
1118,1118,GRETZ HAUZ AND CATERING SERVICES,Single Proprietorship,13-Feb-2019,Platinum,Active,03-Aug-2020,03-Aug-2021,201902553172092771373
1119,1119,BIHIS-MAALA BASICS,Single Proprietorship,09-Jan-2003,Platinum,Active,07-Aug-2020,07-Aug-2021,2003011311627653423
1120,1120,APOLAKI ENGINEERING,Single Proprietorship,12-Aug-2015,Platinum,Active,04-Aug-2020,04-Aug-2021,201508144943568010465
1121,1121,RELY CONSTRUCTION AND SUPPLY,Single Proprietorship,31-May-2007,Platinum,Active,04-Aug-2020,28-Aug-2021,200705139791028291556
1122,1122,ECHOCHANNELS INC.,Corporation,31-Aug-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,201708143036933460600
1123,1123,"DURIAN CENTER (OWNED BY WANSE CO., INC)",Corporation,09-Feb-2004,Platinum,Active,05-Aug-2020,05-Aug-2021,20040226601366958189
1124,1124,DIPOLOG CAR TRADING & SERVICES,Single Proprietorship,17-Dec-2018,Platinum,Active,04-Aug-2020,06-Aug-2021,20181262554350993934
1125,1125,N&J CONSTRUCTION AND SUPPLY,Single Proprietorship,17-Feb-2004,Platinum,Active,04-Aug-2020,04-Aug-2021,20040228621972854914
1126,1126,RJLG CONSTRUCTION AND SUPPLIES,Single Proprietorship,28-Feb-2019,Platinum,Active,04-Aug-2020,04-Aug-2021,201902528652001610425
1127,1127,J.H.R. ENTERPRISES,Single Proprietorship,20-Jan-2016,Platinum,Active,03-Aug-2020,03-Aug-2021,2016011592551193293144
1128,1128,C.P.Y. AUTO SUPPLY,Single Proprietorship,25-Feb-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,201702177410375172101
1129,1129,CATANDUANES SUPERMART,Single Proprietorship,24-Nov-2016,Platinum,Active,03-Aug-2020,03-Aug-2021,2016111922231829198699
1130,1130,CM SPORTS TRADING & GENERAL MERCHANDISE,Single Proprietorship,18-Nov-2011,Platinum,Active,03-Aug-2020,20-Aug-2021,20111145577636733627
1131,1131,GSM BUILDER AND ENTERPRISES,Single Proprietorship,22-Nov-2014,Platinum,Active,03-Aug-2020,03-Aug-2021,2014111205892062532739
1132,1132,TROIKAA PHARMACEUTICALS PHILIPPINES INC,Corporation,16-Jul-2018,Platinum,Active,10-Aug-2020,10-Aug-2021,201807894961609351189
1133,1133,TLM GENERAL MERCHANDISE,Single Proprietorship,04-Aug-2010,Platinum,Active,03-Aug-2020,03-Aug-2021,201008349861347062555
1134,1134,GMND GENERAL MERCHANDISE,Single Proprietorship,29-Jan-2016,Platinum,Active,03-Aug-2020,28-Aug-2021,201601160263193874253
1135,1135,JOB CLEAN MANPOWER AND GENERAL SERVICES PHILIPPINESINCORPORATED,Corporation,15-Jun-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,202006218304534844074
1136,1136,ARQ BUILDERS,Single Proprietorship,10-Jul-2012,Platinum,Active,04-Aug-2020,24-Aug-2021,201207556601717635908
1137,1137,"TOYOTA VALENCIA CITY, INC.",Corporation,07-Feb-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,20190256249799320255
1138,1138,KIT'Z CONSTRUCTION AND SUPPLY,Single Proprietorship,22-Apr-2009,Platinum,Active,12-Aug-2020,18-Aug-2021,20090426168692679325
1139,1139,"LICHEL TECHNOLOGIES, INC.",Corporation,29-Sep-2009,Platinum,Active,03-Aug-2020,03-Aug-2021,200909287481022082473
1140,1140,LIGAN TRANSPORT SERVICES,Single Proprietorship,29-Jun-2020,Platinum,Active,03-Aug-2020,03-Aug-2021,202006219480897630293
1141,1141,STONEWORKS SPECIALIST INTERNATIONAL CORPORATION - BRANCH,Corporation,29-Mar-2004,Platinum,Active,04-Aug-2020,24-Aug-2021,200403360491950108
1142,1142,HENCHGAL CONSTRUCTION,Single Proprietorship,23-Oct-2019,Platinum,Active,03-Aug-2020,03-Aug-2021,2019101380335102926
1143,1143,CALVIN JAE GAS STATION,Single Proprietorship,05-May-2015,Platinum,Active,03-Aug-2020,03-Aug-2021,2015051349481300401081
1144,1144,SONRISE MULTIPURPOSE COOPERATIVE,Cooperative,17-Dec-2008,Platinum,Active,10-Aug-2020,10-Aug-2021,200812239151712789172
1145,1145,WILLEN BUILDERS,Single Proprietorship,15-Mar-2017,Platinum,Active,03-Aug-2020,11-Aug-2021,2017031733281927204334
1146,1146,L.T.J.S STORE,Single Proprietorship,18-Feb-2019,Platinum,Active,03-Aug-2020,03-Aug-2021,201902547291052135601
1147,1147,LINDSEY GEMINI ENTERPRISES,Single Proprietorship,09-Mar-2016,Platinum,Active,10-Aug-2020,05-Sep-2021,2016031645881262791893
1148,1148,AA CONSTRUCTION & ENTERPRISES,Single Proprietorship,08-Mar-2018,Platinum,Active,03-Aug-2020,03-Aug-2021,2018031108031727467350
1149,1149,MJ INTERIOR SOLUTIONS,Single Proprietorship,30-Jan-2019,Platinum,Active,03-Aug-2020,03-Aug-2021,201901575441147739873
1150,1150,DROP VOLLEY GENERAL MERCHANDISE,Single Proprietorship,21-Apr-2019,Platinum,Active,03-Aug-2020,03-Aug-2021,20190445593115208862
1151,1151,GRINDER CIVIL ENGINEERING CONSTRUCTION,Single Proprietorship,08-Aug-2019,Platinum,Active,03-Aug-2020,27-Aug-2021,201908285911604644358
1152,1152,U. ALINGCOMOT CONSTRUCTION SERVICES & SUPPLY,Single Proprietorship,29-Aug-2014,Platinum,Active,03-Aug-2020,06-Aug-2021,2014081125451488736642
1153,1153,JUNIEFER RICE AND CORN MILL,Single Proprietorship,24-Nov-2016,Platinum,Active,14-Aug-2020,14-Aug-2021,2016111922071597862531
1154,1154,BEZDEL GLOBAL SOLUTIONS INC.,Corporation,03-Feb-2020,Platinum,Active,03-Aug-2020,03-Aug-2021,2020022093361378786128
1155,1155,D.M. CATIGNAS ENTERPRISES,Single Proprietorship,21-May-2007,Platinum,Active,04-Aug-2020,04-Aug-2021,200705137421796053980
1156,1156,ARTTHEL LIGHT AND HEAVY EQUIPMENT PARTS & SERVICES,Single Proprietorship,22-Feb-2018,Platinum,Active,14-Aug-2020,15-Aug-2021,2018021136142053382372
1157,1157,ALQAOD CONSTRUCTION & SUPPLY,Single Proprietorship,15-Jun-2015,Platinum,Active,03-Aug-2020,03-Aug-2021,201506138673560814582
1158,1158,GREENER PASTURE CONSUMER GOODS TRADING,Single Proprietorship,14-Jul-2020,Platinum,Active,03-Aug-2020,03-Aug-2021,2020072209191312397954
1159,1159,DNYA BUILDERS & CONSTRUCTION SUPPLY,Single Proprietorship,10-Jan-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,201901605341310340846
1160,1160,DMS AUTOCRAFT/PARTS CENTER,Single Proprietorship,12-Aug-2013,Platinum,Active,03-Aug-2020,03-Aug-2021,20130879117626568401
1161,1161,MAROLAU GENERAL MERCHANDISE,Single Proprietorship,27-Oct-2015,Platinum,Active,05-Aug-2020,05-Aug-2021,2015101525751087610228
1162,1162,SUPER TRADE ENTERPRISES,Single Proprietorship,22-Feb-2007,Platinum,Active,03-Aug-2020,07-Aug-2021,20070212799321157880
1163,1163,RESJ CONSTRUCTION,Single Proprietorship,28-Aug-2006,Platinum,Active,05-Aug-2020,05-Aug-2021,200608109141512030775
1164,1164,ANA ANN PHARMA AND MEDICAL SUPPLIES TRADING,Single Proprietorship,16-Jul-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,2020072211371312081212
1165,1165,HEAVEN'S BOUNTY FARM,Single Proprietorship,12-Sep-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,20180978550418119679
1166,1166,ALARMNET INC,Corporation,28-May-2007,Platinum,Active,04-Aug-2020,14-Aug-2021,2007051708901058139999
1167,1167,ST. BENEDICT ENTERPRISES,Single Proprietorship,27-Jun-2013,Platinum,Active,07-Aug-2020,19-Aug-2021,20130675190617428489
1168,1168,"GIZMO ETC ACCESSWHERE ,INC.",Corporation,19-Sep-2016,Platinum,Active,03-Aug-2020,05-Aug-2021,201609185630517627282
1169,1169,WEBUILD CONSTRUCTION,Single Proprietorship,27-Jul-2020,Platinum,Active,05-Aug-2020,05-Aug-2021,202007222071298358981
1170,1170,SHELL 818 GAS STATION,Single Proprietorship,16-Jun-2015,Platinum,Active,04-Aug-2020,04-Aug-2021,2015061388921780679817
1171,1171,3M1 LUMBER & CONSTRUCTION SUPPLY,Single Proprietorship,01-Aug-2014,Platinum,Active,04-Aug-2020,04-Aug-2021,201408109702824370467
1172,1172,TOYOTA ILOILO INCORPORATED,Corporation,10-Mar-2008,Platinum,Active,03-Aug-2020,09-Aug-2021,200803193791118475385
1173,1173,ROCKWORLD INDUSTRIES,Single Proprietorship,12-Jul-2006,Platinum,Active,03-Aug-2020,15-Aug-2021,200607105801275504395
1174,1174,CORPORATE EXECUTIVES DRESS AND APPAREL INCORPORATED,Corporation,21-Jul-2017,Platinum,Active,12-Aug-2020,12-Aug-2021,201707150285217382185
1175,1175,SURGIKLEEN INCORPORATED,Corporation,28-May-2010,Platinum,Active,10-Aug-2020,13-Aug-2021,201005338101286423611
1176,1176,AMESCO DRUG CORPORATION,Corporation,08-Dec-2015,Platinum,Active,04-Aug-2020,28-Sep-2021,2015121563041918973898
1177,1177,"CYD ENTERPRISES & TRUCKING SERVICES, INC.",Corporation,11-Jan-2008,Platinum,Active,03-Aug-2020,03-Aug-2021,200801182072005264407
1178,1178,BALBALIN ENGINEERING AND CONSTRUCTION,Single Proprietorship,15-Jun-2017,Platinum,Active,03-Aug-2020,12-Aug-2021,201706157033921376435
1179,1179,"DOLMAR PRESS, INC.",Corporation,15-May-2006,Platinum,Active,04-Aug-2020,17-Aug-2021,200605101671747353812
1180,0,NASUGBU MUNICIPAL EMPLOYEES MPC,Cooperative,04-Jan-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,20160115760636770172
1181,1,"XIMEX DELIVERY EXPRESS, INC",Corporation,28-Sep-2009,Platinum,Active,05-Aug-2020,05-Aug-2021,20090955881513200026
1182,2,TIERRA ORGANIA CORPORATION,Corporation,13-Jan-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,2016011583481103619954
1183,3,JEFFREY F. AGANAN SURVEYING OFFICE,Single Proprietorship,08-Feb-2012,Platinum,Active,04-Aug-2020,04-Aug-2021,201202482971490107057
1184,4,WC PAKS ENTERPRISES,Single Proprietorship,28-Aug-2013,Platinum,Active,07-Aug-2020,15-Aug-2021,201308800271162779880
1185,5,TOROBA TRADING,Single Proprietorship,19-May-2014,Platinum,Active,03-Aug-2020,13-Aug-2021,2014051023431985644774
1186,6,FIRST R + J BUILDERS PHILS. CORP.,Corporation,01-Jun-2015,Platinum,Active,04-Aug-2020,04-Aug-2021,201506137465522416908
1187,7,LIM HO CHUAN SENG ENTERPRISES,Single Proprietorship,29-Jan-2004,Platinum,Active,05-Aug-2020,05-Aug-2021,200401248737494297
1188,8,APSYS SOLUTIONS AND TECHNOLOGIES INC.,Corporation,14-May-2013,Platinum,Active,14-Aug-2020,14-Aug-2021,201305716081560989436
1189,9,GEZILLE AVERION AGRICULTURAL SUPPLIES,Single Proprietorship,07-Nov-2012,Platinum,Active,03-Aug-2020,03-Aug-2021,201211614951252853234
1190,10,CJL FREIGHT FORWARDING,Single Proprietorship,11-Nov-2015,Platinum,Active,05-Aug-2020,05-Aug-2021,2015111538311904203501
1191,11,CONCEPT COMPUTER CENTER,Corporation,02-Apr-2004,Platinum,Active,04-Aug-2020,04-Aug-2021,20040436911815434943
1192,12,JOSHUA ENGINEERING,Single Proprietorship,17-Jun-2008,Platinum,Active,03-Aug-2020,05-Aug-2021,20080621024122157276
1193,13,GOLDEN RIBBONS CATERING,Single Proprietorship,29-Mar-2017,Platinum,Active,03-Aug-2020,03-Aug-2021,20170317034524474735
1194,14,EVERJOY DIAGNOSTIC TRADING,Single Proprietorship,21-Jul-2009,Platinum,Active,05-Aug-2020,13-Aug-2021,200907277731550596870
1195,15,RMY BUILDERS,Single Proprietorship,08-Jul-2019,Platinum,Active,03-Aug-2020,05-Aug-2021,201907340701962027851
1196,16,J.B. FELIPE CONSTRUCTION,Single Proprietorship,23-Jun-2015,Platinum,Active,07-Aug-2020,07-Aug-2021,201506139548740169828
1197,17,QUALIPLUS INTERNATIONAL TRADING,Single Proprietorship,19-Jan-2005,Platinum,Active,05-Aug-2020,05-Aug-2021,2005016082990335739
1198,18,LA MARILEÑA DINING SERVICES,Single Proprietorship,31-Aug-2010,Platinum,Active,04-Aug-2020,04-Aug-2021,201008355721350478383
1199,19,AFC 818 GAS STATION,Single Proprietorship,10-Jun-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,2020062181131447664937
1200,20,TANGO ROMEO GENERAL CONSTRUCTION,Single Proprietorship,01-Jun-2007,Platinum,Active,05-Aug-2020,13-Aug-2021,200706140161389703648
1201,21,MALLERS INVESTMENTS CORPORATION,Corporation,29-Nov-2016,Platinum,Active,05-Aug-2020,05-Aug-2021,2016111914821170435016
1202,22,"SAGESOFT SOLUTIONS, INC.",Corporation,24-Nov-2006,Platinum,Active,07-Aug-2020,13-Aug-2021,200611742721279171186
1203,23,WATERHEAD WELL DRILLING AND CONSTRUCTION,Single Proprietorship,31-Jan-2013,Platinum,Active,07-Aug-2020,07-Aug-2021,20130165169325954625
1204,24,GEE-LINE TRADING,Single Proprietorship,26-May-2016,Platinum,Active,07-Aug-2020,07-Aug-2021,201605171966608253056
1205,25,"BOSTON HOME, INCORPORATED",Corporation,29-Nov-2001,Platinum,Active,10-Aug-2020,16-Aug-2021,200111276844728340
1206,26,TOYOTA DUMAGUETE CITY,Corporation,23-Jul-2020,Platinum,Active,04-Aug-2020,04-Aug-2021,2020072218171428507900
1207,27,CFN REFRIGERATION AND AIR CONDITIONING SERVICES,Single Proprietorship,01-Jan-1970,Platinum,Active,12-Aug-2020,12-Aug-2021,1970012172251064168756
1208,28,YAKALER CONSTRUCTION AND SUPPLIES,Single Proprietorship,24-Mar-2017,Platinum,Active,05-Aug-2020,14-Aug-2021,20170317117593316698
1209,29,ASIANSTAR CONSTRUCTION & SUPPLY CORPORATION,Corporation,26-Jan-2017,Platinum,Active,03-Aug-2020,03-Aug-2021,2017011840791611738017
1210,30,TRI-LINE HARDWARE & CONSTRUCTION SUPPLY,Single Proprietorship,08-Jul-2014,Platinum,Active,05-Aug-2020,15-Aug-2021,2014071074081265395959
1211,31,HADIA TRADING INC.,Corporation,09-Sep-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,2016091847621053870561
1212,32,LEYCANO - BOONGALING FAMILY CORPORATION,Corporation,23-Sep-2004,Platinum,Active,04-Aug-2020,05-Aug-2021,2004095230851729539
1213,33,MY DREAMHOME BUILDER INC.,Corporation,12-Jan-2015,Platinum,Active,04-Aug-2020,04-Aug-2021,2015011237721280277673
1214,34,SPLASH MOUNTAIN RESORT,Single Proprietorship,06-Jun-2008,Platinum,Active,05-Aug-2020,05-Aug-2021,200806208971295971954
1215,35,NEW EVE'S KIOSK DIVE RESORT,Single Proprietorship,08-Nov-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,201611191807934680445
1216,36,MOLAVE HOTEL CORPORATION,Corporation,20-May-2008,Platinum,Active,10-Aug-2020,28-Aug-2021,20080520585511392659
1217,37,CENTILE PSYCHOLOGICAL ASSESSMENTS SERVICES,Single Proprietorship,30-Jan-2013,Platinum,Active,04-Aug-2020,04-Aug-2021,201301650591407763035
1218,38,MUZIK BLAZTER SOUND SYSTEM,Single Proprietorship,28-Aug-2018,Platinum,Active,14-Aug-2020,14-Aug-2021,201808814681139948901
1219,39,CAMINS CONSTRUCTION & ENTERPRISES,Single Proprietorship,20-Feb-2007,Platinum,Active,05-Aug-2020,05-Aug-2021,20070212751768199947
1220,40,CITY-WEST MOTORS CORPORATION,Corporation,10-Jul-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,201907337691736784885
1221,41,JORGE B. REDULLA MARKETING,Single Proprietorship,17-Mar-2010,Platinum,Active,07-Aug-2020,30-Aug-2021,201003328531827551305
1222,42,J.T. ABALOS GENERAL SERVICES,Single Proprietorship,22-Nov-2004,Platinum,Active,04-Aug-2020,04-Aug-2021,2004115726800313992
1223,43,"FLEX-O VIVA INDUSTRIES, INC.",Corporation,19-Aug-2015,Platinum,Active,07-Aug-2020,16-Aug-2021,201508145652577582242
1224,44,ERA INTEGRATED CORPORATION,Corporation,09-May-2003,Platinum,Active,07-Aug-2020,13-Sep-2021,2003051479471159287402
1225,45,REBOTECH ENGINEERING SERVICES,Single Proprietorship,07-Feb-2013,Platinum,Active,07-Aug-2020,22-Aug-2021,201302656131120369611
1226,46,TOPCARS AUTOWORLD CORPORATION,Corporation,07-Oct-2013,Platinum,Active,07-Aug-2020,07-Aug-2021,20131084218413296624
1227,47,AVEGA BROS. INTEGRATED SHIPPING CORPORATION,Corporation,18-Dec-2006,Platinum,Active,04-Aug-2020,14-Aug-2021,20061212031517777105
1228,48,FLEET MAINTENANCE AND CONSULTANCY SERVICES INC,Corporation,14-Jul-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,2017071512331798445546
1229,49,PRIME LUCK ENTERPRISES,Single Proprietorship,14-May-2012,Platinum,Active,05-Aug-2020,05-Aug-2021,20120552830268666330
1230,50,CITY OF SPRINGS RESORT / HOTELS,Single Proprietorship,04-May-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,2017051644921994120843
1231,51,JMN MULTIMEDIA SALES AND SERVICES,Single Proprietorship,07-Apr-2009,Platinum,Active,05-Aug-2020,05-Aug-2021,200904259381373408188
1232,52,"FAIRCHILD BUILDERS & DEVELOPERS, INC.",Corporation,04-Sep-2006,Platinum,Active,04-Aug-2020,04-Aug-2021,2006091100778093601
1233,53,EGCP APPAREL AND PRINTS,Single Proprietorship,25-Oct-2016,Platinum,Active,05-Aug-2020,05-Aug-2021,2016101904101595166644
1234,54,DHARMA QURE MARKETING,Single Proprietorship,06-Feb-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,2017021814841040666468
1235,55,AL HUSSEIN CONSTRUCTION,Single Proprietorship,11-Oct-2005,Platinum,Active,04-Aug-2020,04-Aug-2021,2005108531240519476
1236,56,AR ADLAWAN CONSTRUCTION,Single Proprietorship,17-May-2007,Platinum,Active,13-Aug-2020,16-Aug-2021,200705137091432937953
1237,57,"REHAB VENTURES AND MEDICAL PRODUCTS, INC.",Corporation,04-Oct-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,2016101876651340360811
1238,58,M.B. PACURI CONSTRUCTION,Single Proprietorship,13-Sep-2005,Platinum,Active,13-Aug-2020,28-Aug-2021,20050982851134228543
1239,59,BIOSPECTRA MARKETING,Single Proprietorship,13-Aug-2008,Platinum,Active,04-Aug-2020,22-Aug-2021,200808219711195665166
1240,60,ALICE GENERAL MERCHANDISE,Single Proprietorship,27-Dec-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,2016121885781729008328
1241,61,WHITE CROW CONSTRUCTION,Single Proprietorship,17-Feb-2017,Platinum,Active,04-Aug-2020,04-Aug-2021,2017021789851987715782
1242,62,JOGIRO'S CATERING SERVICES,Single Proprietorship,09-Jul-2013,Platinum,Active,05-Aug-2020,22-Aug-2021,201307759941884792484
1243,63,WILCU CONSTRUCTION,Single Proprietorship,21-Jan-2004,Platinum,Active,04-Aug-2020,08-Aug-2021,200401290621081154626
1244,64,C. DY BUILDERS AND GENERAL MERCHANDIZE,Single Proprietorship,04-Feb-2004,Platinum,Active,04-Aug-2020,04-Aug-2021,2004022583613770821
1245,65,RAMZIE BUILDERS AND ENTERPRISES,Single Proprietorship,10-Sep-2018,Platinum,Active,07-Aug-2020,27-Aug-2021,201809791001571086107
1246,66,LEX COMPUTER SYSTEMS & PRINTING HAUS,Single Proprietorship,26-Jul-2004,Platinum,Active,05-Aug-2020,06-Aug-2021,20040746331884121488
1247,67,NEXTGEN OFFICE SUPPLIES AND EQUIPMENT TRADING,Single Proprietorship,05-Nov-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,201911120351678457902
1248,68,KAM-J ENTERPRISES,Single Proprietorship,23-Apr-2014,Platinum,Active,04-Aug-2020,04-Aug-2021,2014041002561232997405
1249,69,DIVINE ENTERPRISES AND GENERAL MERCHANT,Single Proprietorship,07-Jul-2008,Platinum,Active,04-Aug-2020,04-Aug-2021,20080721400878027669
1250,70,"LORENZO TAN DEVELOPMENT COMPANY, INC. - MALVAR",Corporation,01-Jul-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,20190735708480687279
1251,71,GCMP CONSTRUCTION SERVICES,Single Proprietorship,07-Jan-2019,Platinum,Active,04-Aug-2020,04-Aug-2021,201901610201022062743
1252,72,ROMULO'S CATERING SERVICES,Single Proprietorship,06-Sep-2007,Platinum,Active,04-Aug-2020,04-Aug-2021,20070916297485242286
1253,73,IS3 INDUSTRIAL SOLUTIONS CORPORATION,Corporation,05-Nov-2013,Platinum,Active,07-Aug-2020,07-Aug-2021,201311863991801793135
1254,74,RBPARCON AGRI INDUSTRIES,Single Proprietorship,12-Apr-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,2017041673612075673482
1255,75,WINTERS FARM RESORT,Single Proprietorship,01-Mar-2013,Platinum,Active,04-Aug-2020,04-Aug-2021,20130367160509809333
1256,76,YUSALINA GENERAL MERCHANDISE,Single Proprietorship,11-Jan-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,201901603821096545472
1257,77,MULTILINK TRADING,Single Proprietorship,16-Nov-2012,Platinum,Active,07-Aug-2020,07-Aug-2021,201211620391638153460
1258,78,TIGERTECH MARKETING,Single Proprietorship,02-Mar-2015,Platinum,Active,07-Aug-2020,22-Aug-2021,20150312835491478607
1259,79,LEMAR'S ELECTRONICS & GENERAL MERCHANDISE,Single Proprietorship,04-Feb-2015,Platinum,Active,03-Aug-2020,06-Aug-2021,2015021257062121007328
1260,80,E.S. CLEMENTE DEVELOPMENT AND MANAGEMENT CORPORATION,Corporation,01-Jun-2015,Platinum,Active,07-Aug-2020,07-Aug-2021,2015061374001208250297
1261,81,"ALAS SECURITY SERVICES, INC.",Corporation,30-May-2008,Platinum,Active,04-Aug-2020,04-Aug-2021,2008052076510164240
1262,82,JHALL MARKETING AND SERVICES,Single Proprietorship,04-Feb-2004,Platinum,Active,04-Aug-2020,10-Aug-2021,200402259128682735
1263,83,HONEY'S HOTEL AND RESTAURANT,Single Proprietorship,03-Oct-2011,Platinum,Active,05-Aug-2020,05-Aug-2021,201110444241428641676
1264,84,RINEL CONSTRUCTION SERVICES,Single Proprietorship,30-May-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,201805970141300086719
1265,85,R.S. SEPIAN CONSTRUCTION & TRUCKING,Single Proprietorship,09-Aug-2007,Platinum,Active,04-Aug-2020,04-Aug-2021,20070815766352418343
1266,86,ECBJ EAST COAST CONSTRUCTION,Single Proprietorship,20-May-2015,Platinum,Active,05-Aug-2020,31-Aug-2021,2015051362951386536681
1267,87,PC ENTERPRISES,Single Proprietorship,23-Mar-2012,Platinum,Active,05-Aug-2020,19-Aug-2021,201203508801416824077
1268,88,V TWELVE GASOLINE STATION,Single Proprietorship,30-Nov-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,2017111257691230750088
1269,89,"GEOGRAPHIC INNOVATIONS FOR DEVELOPMENT SOLUTIONS, INC.",Corporation,15-Feb-2017,Platinum,Active,04-Aug-2020,04-Aug-2021,2017021797371001953669
1270,90,JKD PREMIUM CONSTRUCTION AND SUPPLY CORP.,Corporation,08-Oct-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,20191016770986839527
1271,91,"SUBIC BERRINGER HOTELS & RESORTS, INC.",Corporation,07-Apr-2015,Platinum,Active,04-Aug-2020,04-Aug-2021,201504132177463906756
1272,92,JAIOS TRADING,Single Proprietorship,14-Jun-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,201806948012146639558
1273,93,AMIGOTEK CORPORATION,Corporation,19-Aug-2015,Platinum,Active,07-Aug-2020,07-Aug-2021,2015081456501002100617
1274,94,NEW SANTIAGO LIBERTY STORE INCORPORATED,Corporation,07-Feb-2002,Platinum,Active,04-Aug-2020,04-Aug-2021,20020235056734753454
