Name Of Awarded Company,Amount Awarded
NODAL ELECTRIC TRADE AND SERVICES,388869.0
LIFELINE DIAGNOSTIC SUPPLIES INC,388300.0
"Wynnpool Industrial Gases Inc.,Phil Pharmawealth Inc.",387070.0
"Mirola Hardware, Inc.",386792.0
Berovan Marketing INc,386068.0
Diamond Care Marketing,385760.0
Mikyu Mart,385000.0
FCC Enterprises,384893.42
MOLAVE YOUNG'S MILLING CORP.,384800.0
ROBERTO R. BENITEZ,384100.0
GAB & DAVE EATERY,384000.0
TOLIO'S LIVE CHICKEN,383910.1
Allen G. Canaria Copra Palay & Rice Buyer,383598.0
ADAS ENTERPRISE,382675.0
"YAP MABUHAY ENETRPRISES, INC.",381427.8
Various Suppliers,381328.0
Oral Educational Distributor,381000.0
Chivalyn Construction Supply,380649.0
TRIPLE-R RICE MILL,380600.0
MARY ALICE JURADA,380100.0
"LARRY LANGOTE, et al.",380000.0
OSORIO RICE TRADING,380000.0
GS33 Variety Trading Bidder,380000.0
Dingle Gasoline Station,379075.0
Grandfinch Trading Corporation,377364.0
FULL BLAST TRADING AND CONSTRUCTION,376761.0
Roymed Pharmaceuticals,376497.5
Beavans Dental Trading,376000.0
IPIL SHOPPERS CHOICE,375346.0
HealthRush Enterprise,375000.0
"Respicare Enterprises,Inc",375000.0
KPC HEALTHCARE DIAGNOSTICS,374800.0
FTD's CANTEEN,374790.0
Procurement Service (PS-DBM),374553.92
Marriott Hotel Manila,374400.0
L.L.J. GENERAL MERCHANDISE,374250.0
Association of Farmers on Organic for Rural Development of Daclan,374000.0
PADRINO GENERAL MERCHANDISE/JOMAR A. SUNGAHID,373760.0
Gemmaraine Enterprises,373580.0
BGL Electronics Repair & Gen. Mdse.,373500.0
RLT DRUG GENERICS DISTRIBUTION CENTER AND MEDICAL DISTRIBUTOR,373088.0
SENTINEL ENTERPRISES,372600.0
DM Car Rental Services,372000.0
National Food Authority-Negros Occidental,371600.0
Medical Trends and Technologies INC,370370.0
Steward Medical Pharmaceuticals & Equipment Supplies,370000.0
Quinciano Atienza,370000.0
Flaviano Pinion,370000.0
"Oxford Distributions, Inc.",369000.0
Rescue Life Industrial Sales Company,368730.0
Lifeline Dianostics,368700.0
MD GENERAL SERVICES,368500.0
Sinait General Merchandise,368150.0
"Yonge Bay & Bloor Enterprises, Inc.",368022.0
Golden Bat (Far East) Inc.,367890.0
JETT NETHAN FOOD PRODUCTS TRADING,367080.0
Health Solutions Enterprise Inc,367000.0
BIZMED PHARMA,366852.0
Cadang's Mini-Mart,366729.0
"Champion Hardware & Co, Inc",365560.0
LM General Merchandise,365500.0
A & D Store and Agrivet Supplies,365235.0
V DRAGON PLASTIC PRODUCTS TRADING,365000.0
Agreennov Corporation,365000.0
GLOBAL MEDICAL TECHNOLOGIES,364600.0
"Baliwag Transport, Inc.",364500.0
"Katipunan ng mga Kooperatibang Maggagatas, Ink",363000.0
Metro Drug Inc,362665.9
"Zuellig Pharma Corporation,Phil Pharmawealth Inc.",362029.0
Acon Store,361296.0
Zomedel Gas Center & Gen. Mdse.,361200.0
"AUTOMATION SPECIALISTS AND POWER EXPONENTS, INC.",360670.0
Procurement of Air Purifiers/ Disinfectant Machine Portable,360000.0
PADRINO GENERAL MERCHANDISE,360000.0
KING JAN ENTERPRISES,360000.0
REY LORENZO,360000.0
BLUE CHIP MARKETING,360000.0
"IP Solutions, Inc.",359980.0
Trinity Health Pharma International,359960.0
Catarman Gasoline Station,359618.0
Salve's Dry Goods Trading,359130.0
Microgenesis Business System,357971.54
La Trinidad Sunrise Trading,357740.0
"IRVINE TRUE AND FRANK CARSON PHILIPPINES, INC",357000.0
G and M Store and Feed Supply,357000.0
New Line Enterprises,355000.0
Delex Pharma International Inc.,355000.0
JB Pharma and Trade Center,354830.0
PHILCOPY CORPORATION,354600.0
Philippine Air Asia,353600.0
Phil. Air Asia,353600.0
EIGHT RJA DISTRIBUTION,353596.0
"Maridan Industries, Inc.",353250.0
MVM Rescue Supplies,353205.0
FAITH VENTURES,353050.0
King David Pharma Distributor,352900.0
KING NJP GENERAL MERCHANDISE,352707.5
Vaxshot Pharmaceutical Products Trading,352500.0
COMPUCARE CORPORATION,351765.0
Roam Medical Enterprises,351753.17
"ASYA MEDIKA, INC.",351067.0
Nikki's Multi-Concepts & Construction Services Inc.,351055.0
Ramesh Trading Corporation,351000.0
Cleanallogy Laundry Services,350727.0
Robinsons Supermarket Corp.,350244.0
Janna Trading,350000.0
THEODORE STORE,350000.0
L.Q.N. GENERAL MERCHANDISE,350000.0
PJPA Trading and Construction,350000.0
ZYNNAH MI TRADING,349350.0
JESEBEL G. ALAYON,349150.0
SIBES Agrarian Reform Multi Purpose Cooperative,349000.0
CREATIVE PLATE CATERING,348955.0
Carasco's Store,348808.0
Lee-Ann's Catering Services,347310.0
Pharma Business Management Trading Corp.,347000.0
VICOLANAS CATERING SERVICES,346620.0
RCB HARDWARE,346320.0
Gerardo's CA Cafe,346000.0
HADJAH Agri-vet Trading and General Merchandise,345250.0
Rainphill Inc,345000.0
Bensan General Merchandise,345000.0
LAYAG RESTAURANT AND GRILL,345000.0
Castlerock Biotech Industries Inc.,345000.0
R. Tayag Drugstore and General Merchandise,344900.0
Bacolod China Mart,344596.0
"GREPCOR DIAMONDE, INC.",344400.0
RTH GENERAL MERCHANDISE,343780.92
SMS SCHOOL & OFFICE SUPPLIES & EQUIPMENT,342885.0
ALTO AUDIO DESIGN CENTER,342497.33
SYBICO PETRON STATION,341445.9
Fharoyo Trading,341250.0
Noburu 888 Trading Corp.,340243.0
DAGUMA AIR SYSTEMS,340200.0
METROMED PHARMACY,340000.0
FILGENIUS ENTERPRISE,340000.0
ALJAY'S CATERING SERVICES,339900.0
TIONGSAN LA TRINIDAD,339812.0
Lelet Canteen,339200.0
Saviour Medevices Inc.,338800.0
Jolysource Trading,338000.0
"Olten Instruments Philippines, Corp.",338000.0
AKTEEB General Merchandise,337680.0
Jhad Builders and Hardware,337430.0
VIVA SALES ENTERPRISES,336895.4
belmont industrial tool center,336625.0
SEAMLESS SIGNS AND GEN. MDSE. PHILS. INC.,336200.0
Fyker Enterprises,335950.0
MFR MARKETING,335930.45999999996
"Puregold Price Club,Inc-Legaspi, Capiz",335376.9
Medlink Enterprises,335000.0
BELINDA TACOB,334340.0
Audacious Site Enterprises,333723.0
Garing's General Merchandise,332600.36
Tacloban Pnt Ventures Corp.,332500.0
Heavy John Engineering Consultancy,331685.76
BENJAMIN SERRANO RICE AND PALAY SUPPLY,331500.0
Plume Marketing,330625.0
Davao Unified Corp,330000.0
LIFE BASIC TRADING,330000.0
LOLO APO GENERAL MERCHANDISE,329840.0
RODICA PHARMACY,329121.38
VISHELEE MARKETING,328465.0
SAFEWAY PHARMA,326719.35
JOSMEF ENT.,326500.0
Waltermart Supermarket Inc.,326500.0
MOM Enterprise,326436.0
JAPHET UNLI-SALES TRADING CO.,326290.0
Sukiko Grocer,325337.35
"Central West Medicale, Inc.",325000.0
JM Lagansi Construction and Supplies,324980.0
CESS PHARMACY,323375.0
CHARISSE LAGRADA TEVES,322960.0
Bbraun Avitum Philippines Inc,322500.0
SHOPMORE COMMERCIAL CORP.,321061.0
Budgetwise,320912.0
"oxford distributions, inc.",320000.0
Medical Gallery Trading Co.,320000.0
ANALIE PACLIBAR,320000.0
Romeo C. Bayubay,320000.0
"GETZ BROS., PHILS., INC.",319860.0
Devise Software Designs & Solutions,319000.0
MFR Marketing,318367.0
Liloy Caltex Station,317550.0
7M's Frozen Food Products Store,317200.0
JVC airesystems INC,317138.0
DNZ Pharmacy,317000.0
MELINDA MISAJON,316700.0
Procurement Service DBM,315763.0
RRS Marketing,315685.0
lifeline diagnostics supplies inc,315600.0
FB Triqam and General Mdse,315412.85
SANGIRIN PANTAWID HOG RAISERS SLP ASSOCIATION,315345.6
UNIWIN COMPUTERIZED LABEL FACTORY CORP.,315000.0
AO Biomed and Industrial Marketing,315000.0
ASAJE REALTY CORPORATION (My Hotel),315000.0
D Three Pest Management Services,315000.0
Halibwayan Friendly Place Enterprises,314850.0
CABRAL BICOLANDIA SUPERMART,314840.0
Pro Bio Medcare Incorporated,313020.0
TAN SIO DIONG MEDICAL SUPPLIES,313000.0
"NORTHERN AGRO, INC.",312000.0
KENETTE'S REFRESHMENT,311952.0
AVFA GENERAL MERCHANDISE,311720.0
"Mendo Enterprises,Rebmann Incorporated",311610.0
Thai Sun General Merchandise,311446.0
VALUE CHAIN SOLUTIONS INC.,311406.0
COLEMED TRADING,310680.0
LEE ANN'S CATERING SERVICES,308944.0
AFC Rescue Traders,308250.0
HTECH Corporation Inc.,308180.0
TARLAC MAC ENTERPRISES INC.,307950.0
G.Ingles General Merchandise,307925.0
167 MERCHANDISING,306880.0
MIMBO BYTES GENERAL MERCHANDISING,306600.0
Rigel Laser Toner Marketing,306000.0
"HIDOK, INC",306000.0
RS Mesdtar Pharmacy,305537.76
ROG Enterprises,305000.0
TRAVELBEE FUENTE INN,305000.0
Spark Marketing,305000.0
Diamond Grace Enterprises,304500.0
ORTEZA'S MARKETING,304240.0
G.U.G.D Enterprises,303980.0
North C Oil Energy Corporation,302868.6
Phil Pharmawealth Incorporated,302500.0
LABSTYX MEDICAL SUPPLIES,302500.0
ROMIE'S TRADING,302000.0
Allied Botanical Corporation,301965.0
LOTS FOR LESS WAREHOUSE SALE,301125.0
Evergreen General Merchandise,300650.0
JC James Office Supplies,300200.0
GINO'S MARKETING,300000.0
PJPA Construction & Supply,300000.0
"RESPICARE ENTERPRISES, INC",300000.0
"Jubilee Ventures, Inc. (North Garden Suites)",300000.0
GENTLE MDV ENTERPRISES,300000.0
BDSCIENTIA Medical & Diagnostic Supplies Inc,300000.0
CareforOne Enterprises,300000.0
D' Beam General Merchandise Corp,300000.0
BOSS NIK ENTERPRISES,300000.0
PUREGOLD SUCAT,300000.0
L-ZAY MEDICAL ENTERPRISE,300000.0
GOLDEN DELL GENERIC DISTRIBUTOR,300000.0
ISOMEDICAL VENTURES INC.,300000.0
V3 Petmasters Agro Chemicals & Pest Control,300000.0
F & C Guest House,300000.0
Noveaulab Asia Corp.,300000.0
Eljoe Med Products Enterprises,299980.0
Fearjan Health Link,299912.0
Camarines Vet Pro Plus,299656.0
Chef & Plate Catering Services,299250.0
BIOMEDICA HEALTH CARE INC.,299100.0
Gembro Enterprise,298816.0
"ePartners Solutions, Inc.",298790.0
"Fernando Medical Ent., Inc.",298300.0
AYA & ADIE STORE,298005.25
DANILO B. CARCELER,298000.0
CNX MINI MART,298000.0
Biospectra Marketing,298000.0
Hilton Hotel,298000.0
The Procurement Service,297782.33999999997
Gazillionaires Trading Inc,297600.0
Carry All Merchandising,297276.0
BDM ENTERPRISES INCORPORATION,297150.0
Marzan Enterprises,296960.0
Adsa Modern Builders Enterprise,296783.1
NEW TGT SHELL FILLING STATION,296540.0
Jerry Coz,296000.0
Xamax Gneral Enterprises,296000.0
JRJ Engineering Services,295842.0
GS33 Variety Trading,295815.0
GOLDEN HORSE FURNITURE,295700.0
ZDZ Office and School Supplies Trading,295600.0
PI MEDICAL SUPPLY,295000.0
FJB-JAB ENTERPRISES,294789.0
RBD HARDWARE,294750.0
DREAMHOUSE SUPPLY WHOLESALING,294600.0
Eaglenorth Medical Trading,294200.0
VOCOM Enterprises,293258.09
HEXA CM INDUSTRIAL & TRADING CORP.,292500.0
Alkuh Gen. Merchandise,292500.0
BGC PHARMACY,292100.0
PLOUTOS MARKETING,292059.0
RONICE TRADING,291525.0
CTA Liquid Analysis Resources,290000.0
WORLDTECH ENGINEERING AND INDUSTRIAL SALES & SERVICES,289960.0
Dream Team Ventures,289630.0
Ysabels Kitchen,288000.0
FREDLYN AGRIVET,287950.0
"Euro-Med Laboratories Phils., Inc.",287244.0
Ferjan Health Link Enterprises,286540.0
J.M. Lacorte Construction,285398.0
"Gret Marketing, Inc.",285032.82
MARMONEJO AGRI MARKETING,285000.0
Georgeina's Trading,285000.0
Budgetwise Ipil,284282.0
Kristia Computer Sales and Enterprises,284000.0
Kikay ug Uban Pa,283361.2
Arce Marketing,283136.0
CamSur Multi-purpose Cooperative,283115.0
"Pinnacle Supplies and Services Unlimited, Inc.",282920.0
JTIM Enterprises,282700.0
JLH MEDICS ENTERPRISES,281830.0
MACEV'S DRUGSTORE,281250.0
LIBERTY AND SONS LA UNION INC,281111.0
Powerdeals Tradehaus,281050.0
Chemoscience,280859.27
New Orleans Hotel,280500.0
PROCUREMENT SERVICE - REGION VII DEPOT,280252.5
Ariel and Roda Store,280000.0
SCIENTIFIC BIOTECH SPECIALTIES INCORPORATED,280000.0
GOLDYLAB ENTERPRISES,280000.0
"Bataan Manufacturing Company,Inc",280000.0
BIODENT MEDICAL EQUIPMENT TRADING,280000.0
METRO SUPERMARKET CARMEN,279900.7
GARRY B. MANDAPAT,279500.0
EYCB TRADING,278677.5
GALAXY POINT ENTERPRISES,278628.6
F.S. Felicia Trucking & Shuttle Service,277200.0
RM Quintela Enterprise,277014.0
MKAY GENERAL MERCHANDISE,276500.0
D & C Drugstore and General Merchandise,276500.0
Emverly Enterprises,275710.0
Starblooms Enterprises,275261.7
RSB General Merchanidse,275000.0
QUICK CROSS MARKETING,275000.0
Medifherv Lifescience Diagnotic Supplies,274700.0
Eastlane Corporation,274500.0
Jepoy's Cuisine & Catering Services,273873.51
Greenworl Agri Farm Center,273000.0
CDO GENERAL MERCHANDISE,272800.0
V-FIVE MARKETING,272381.0
DEX CONSTRUCTION AND SUPPLY,272335.0
Biohealth Distributor,271800.0
Arucan's Eatery,271378.37
F & E DIVINE MANNA CORPORATION,271256.0
Asia Phil Drug and Medical Enterprises,271200.0
LUZ EATERY,270540.0
N.S. YAMSUAN MEDICAL AND DIAGNOSTIC SUPPLIES,270500.0
EDREA'S GROCERY,270486.0
Manara Marketing,270400.0
DNF DISTRIBUTION AND LOGISTICS INC.,270393.0
Mina de Oro Agrarian Reform Beneficiaries Multi-Purpose Cooperative (MAREBEMCO),270300.0
AGREENNOV CORPORATION,270000.0
NEPHILA WEB TECHNOLOGY INC,270000.0
F.I. Yago Construction,269900.0
KREN GASOLINE STATION,269550.0
G-MED Marketing,268100.0
ETRADE General Merchandising,268050.0
JACOBS EVENT MANAGEMENT SERVICES,267937.5
Uni-Glow Master General Merchandise Inc.,267750.0
SBCO Merchandise,267215.0
Virac Lucky Supermart,267097.5
Prolife Healthcare System,266600.0
Caters Choice Packaging Producs,266500.0
EUNYC Medical Supplies,265898.0
RBR Gas Filling Station,265636.53
515 Life Construction Corp.,265266.62
ERAYA FOOD & SANDWICH,265200.0
Bodega Glassware,265137.0
D'Plowman Multipurpose Cooperative,265020.0
Amado R. Cosme Jr. Native Cuisine,264800.0
East-West Seed Company Incorporated,264750.0
Gillan Marie Catering Services,264750.0
MERACURE PHARMACY,264000.0
South Emerald Distribution Incorporated,263001.1
Hospimed Innovators Inc.,263000.0
CMN Enterprises,262646.0
HealthRush,262500.0
SKM COMPUTER TRADING AND GENERAL MERCHANDISE,262000.0
Tabingo Store,261900.0
JMINA Catering Services and Gowns,260625.0
S & S Moncada Supermart,260535.0
Soleum MRJE Gas Corp.,260500.0
Oxychem Corporation,260500.0
MP ELECTRICAL SUPPLY AND SERVICE,260420.0
Queby Enterprises,260300.0
DriveAsia Motor Corporation,260000.0
ARIEL AND RODA STORE,259900.0
Lynbert's Enterprises,259540.0
ABZKO Construction Corp,259525.8
BBM Machine Shop,259500.0
"ALOG & COMPANY, INCORPORATEED",259200.0
Zyneath General Merchandise,259000.0
East Lake Enterprises,258880.0
PETRO SELL FUEL STATION,258102.0
JMT Biomed Tech Medical Equipment services and Supplir,258000.0
Esquared Universal Company,257880.0
GREGAN 101 CORP.,257400.0
Gerboudenviro Public Health Pest Control & Cleaning,257200.0
M. LIM SERVICE STATION,257063.04
OGASSIR CORPORATION,256841.9
Exal's Rice and Poultry Supply,256680.0
JABB VARIETY STORE,255792.0
Metro Coolaire Trading Corporation,255527.68
D2RK HOUSEHOLD PRODUCTS TRADING,255000.0
LABSOLUTION TECHNOLOGIES INC.,255000.0
Greenergy Dist. Corp.,254660.0
PEEDOY MART,254089.0
B.E.Y. ENTERPRISE,253300.0
Xandria's Dried Fish Store,253191.3
Wi-al Construction Builders,252930.0
NICHOLAS AND STEPHANIE CONSTRUCTION SUPPLY,252823.22
WILLIAMS PHARMA,252500.0
CHARMS CONSUMER GOODS TRADING,252000.0
MAVIE'S CATERING SERVICES,252000.0
Dargie Enterprises,250960.0
"DAVAO WAREHOUSE CLUB, INC",250799.6
DIAMED KINETICS HEALTHCARE ON THE GO,250400.0
DJ AND LOURIZE WATER DELIVERY,250200.0
Lateo Home Center & General Merchandise,250191.3
TRIE VARIETY STORE,250118.0
SOUTH CARE COSMETIC MANUFACTURING INC.,250000.0
Marivic C. Deliso,250000.0
Biomedica Health Care Inc.,250000.0
Romeo H. Sadsad,250000.0
GAD'S CARE,250000.0
KLER CONSTRUCTION AND GENERAL MERCHANDISE,250000.0
RFG MEDICAL PHARMACEUTICAL PRODUCTS AND EQUIPMENT,250000.0
Jose Clint Baldonado Body and Motorshop,250000.0
Villasis Gastop Corporation,250000.0
"Issitech Information Technologies, Inc.",249990.0
ISAIAS TOP MARKETING CORPORATION,249909.0
TRIPLE STAR MARKETING,249480.0
FERMIDA CONSTRUCTION SERVICES AND SUPPLIES,249453.64
COSTSAVER'S SUPERMARKET INC,249400.0
ACS PENSION HOUSE,249375.0
KRYPTON INT'L RESOURCES SALES AND SERVICES,249350.0
"CSI Warehouse Club, Inc.",249315.7
RAIN D. GEN. MDSE.,249175.0
Vishellee Marketing,249000.0
CHOWTIME CUISINE d' Catering Specialist,249000.0
VYH CONSTRUCTION SERVICES AND GENERAL SERVICES,248980.0
CABERN STORE,248700.0
IKF Home Furnishing and Office Furniture,248000.0
ELIMGEM HOSPITAL SUPPLIES DISTRIBUTOR,247500.0
Jeffloyd Electronics Trading,247350.0
Rogelio Mantabute - Group/Pakyaw Leader,246988.0
EJ Jhune General Merchandise,246554.0
R & L General Merchandise,245825.0
Rodica Pharmacy (The Generics Pharmacy),245077.0
"BUENAVISTA CATV, INC.",245000.0
Wellness Pro. Inc,245000.0
Elite Enterprises,244380.0
RICARDO C. CAMA,244368.2
PIZZAIOLOGY PIZZERIA,244100.0
NAVIGARA TOURS AND TRAVEL SERVICES,243000.0
Ortega General Merchandise,242950.0
PILMARC FOOD SERVICES,242705.0
PHARMAGEM MARKETING,242570.0
GREEN ENERGY TRADING,242400.0
A & A's Eatery and Catering Services,242390.0
EC Cantina Trading,242287.0
Sobimed Pharmaceutical Product Distribution,242280.0
A3 OFFICE SUPPLIES AND EQUIPMENT TRADING,242039.5
M.B. SANITATION SUPPLY,241920.0
KNC RICE RETAILER & WHOLESALER,241395.0
Botica Jill and Convenience Store,241223.5
SHMIC GENERAL MERCHANDISE,240617.0
"University of the Philippines Los Banos Foundation, Inc.",240000.0
VCG TRADING CORP.,240000.0
Buenavida Pharma,240000.0
Duke Medical0,240000.0
5J&C Place and Catering Services,240000.0
"CENTER POINT SALES & TRADING, INC.",240000.0
Procurement of Reusable Respiratory Protection Mask for Covid 19,240000.0
Enhanced Medical and Industrial Enterprises,240000.0
Miyan Industrial Marketing and Services,240000.0
Harbest Agribusiness Corporation,239980.0
E&M Trading,239472.4
Sabcare Marketing,238500.0
COJ Travel and Tours,238500.0
"HOME OPTIONS, INC.",237964.8
Greenergy Distributions Corp.,237580.0
K SIGNS AND DESIGNS,237500.0
"RUEY SHING REF & EQUIPT CO., LTD",237500.0
Kyross Drug and Marketing Co.,237500.0
J AND G MARKETING & INDUSTRIAL SUPPLY,237375.0
QA Turrecha Physical Theraphy & Medical Supplies,237000.0
FB Triqam and Genral Mdse.,236450.0
THE NEW BENJO'S DRUGSTORE,236400.0
LEEAN MEDICAL & SURGICAL SUPPLY - CEBU CITY,236250.0
Casureco III,236007.74
Libertad Consumer Corporation,235950.0
JEMRICH GENERAL MERCHANDISE,235513.0
Profcare Medical and Linen Supplies,235160.0
Angel's Department Store,235116.0
"Health Solutions Ent., Inc.",235000.0
AO BIO MED and Industrial Marketing,234000.0
DLS Food House and Catering Services,234000.0
INTERWORLD ENTERPRISES,234000.0
Joza Enterprises,233640.4
Wisenheimer Trading,233230.0
G.D.R. CATERING AND PARTY NEEDS,233100.0
Lucky Angel Medical Supply,232340.0
ANB Pharmacueticals,232321.76
G-Cor Pharmacy,232123.0
MICEL CORPORATION,231750.0
CREATIVEMIST.NET INC.,231600.0
Medical Center Trading Corp,231520.0
"J&P Cantina, Inc.",231319.38
The Laguna Creamery Inc,230400.0
MCCOY'S RIB JOINT,230320.0
Mopesa Car Rental,230200.0
"a-z market enterprise developers, inc.",230000.0
CALUTAN'S MARKETING,230000.0
Jenia Marketing,230000.0
SASGIE GENERAL MERCHANDISE,229600.0
JMB SCHOOL AND OFFICE SUPPLIES,228630.0
Sahar International Trading Inc.,228000.0
"OMNIFAB, INC.",227700.0
EUPHAREX PHARMACEUTICALS INC.,227500.0
Molina's General Builders,227360.0
Scorvir Trading,227343.0
BLACKHAWK CCTV SYSTEMS,227125.0
Rumen Nutrition Solutions,226800.0
BNAR Enterprises,226520.0
"YANIT AIRCONDITIONING SALES, REPAIR & SERVICES",225620.0
Agro Industriya Trading,225330.0
Benison Enterprises,225100.0
TUNGKEE TRADING AND GEN. MDSE.,225000.0
MANALON AGRI SUPPLY,225000.0
N LLAGAS FEEDS SUPPLY,225000.0
Ernielitas Dormitel & Events venue,225000.0
ATG AGRI-VET AND LIVESTOCK SUPPLY,225000.0
Bedmaster Manufacturing Corporation,225000.0
MDL Poultry and Supply,224999.94
HOG COCKER'S TRADING,224990.0
GOLD-NHAJJA TRADING,224880.0
DnJ DOULOS PHARMA and DIAGNOSTIC DISTRIBUTOR,224220.0
"Ta-ala Farms, Inc.",224200.0
BELLE SOUTH PACIFIC PROPERTIES INC.,224000.0
Cris Grains Corner,223850.0
John Mark's Food House,223800.0
DAVIEN'S GENERAL MERCHANDISE,223445.5
MED ONE MEDICAL EQUIPMENT & SUPPLIES,223400.0
"OMNIBUS BIOMEDICAL SYSTEMS, INC.",223000.0
PharmaGen Ventures Corp.,222967.5
MVRN AGRI-MACHINERIES ENTERPRISES,222523.0
Bongabong Coconut Farmer's Multi-Purpose Cooperative,222350.0
Apayao Bazaar,222100.0
ATS HOME INTERIOR,222000.0
JAYSON P. JULAYLE,222000.0
UNONORTE PHARMA AND MEDICAL SUPPLIES TRADING,221500.0
"CITY HARDWARE MINDANAO, INC.",221470.0
XARIS FUNCTION & EVENT CENTER,220700.0
NG KHAI DEVELOPMENT CORPORATION,220500.0
New Silangan Hardware and Fishing Supply,220177.5
DOUGLAS NERI,220000.0
PALAYA CORPORATION,220000.0
RPO COSMETIC LABORATORY CORP.,220000.0
CEFEKUR GARMENTS INDUSTRY,220000.0
FB Triqam Pharma and General Mdse.,220000.0
PURCHASE OF COLLAPSIBLE TENTS,220000.0
Juniper 3 Procurement Corp.,220000.0
lifeline diagnostics,220000.0
RJMQ TRADING,220000.0
Pauleaster Upholstery and Supplies,220000.0
Willy and Sons Corp.,220000.0
Rolly and Elma Rice Dealer,219500.0
JCRS TRADING,219500.0
"Nanoscience, Inc.",219500.0
Goldbeam Construction & Supply,219485.0
Alvin Tumanda,219300.0
TOP One Pharma,219275.0
Malyka International Trading,218965.0
GAB'S YARD STEAK HOUSE & GRILL,218940.0
Apollos Feedmill,218400.0
Printer's Mark,218200.0
KAD Pharma,218192.45
Avila Medical and Hospital Supplies,217600.0
JBY Marketing,217296.0
SANCHEZ MINI MART,217276.0
CIRCLE TRANSPORT CORPORATION,217000.0
Wesleykurt Transport,216500.0
CHAROEN POKPHAND FOODS PHILS. CORP.,216122.0
BC ENTERPRISE,216118.0
"Rock Diwata Builders, Inc.",215916.0
l,215800.0
L-ZAY Medical Enterprises,215800.0
3J's & T Food Services,215600.0
VICTORIA T. CANONICATO/JENNY ROSE B. DUBLADO/JAYMAR T. EMBATE/BERT C. ALFONSAJIM,215000.0
Aljade Trading Services,214710.0
Art Explorer Computer Services,214098.0
PNJ General Merchandise,213075.0
RNSV Corporation,212941.0
KAMBAL CLEANING ENTERPRISES,212349.0
Pinamalayan Trading,212220.0
"RMJ 88 Industrial Solutions, Inc.",212000.0
Adelpa Sari- Sari Store,212000.0
LABMATE PHARMA INC.,212000.0
TERRA TECH Marketing,211875.0
Legazpi Jebson Trading,211808.0
BODO'S DINER,211200.0
MS CASTILLO CONSTRUCTION,210241.5
GRB Enterprises,210140.0
Apple Cherry Rice & Corn Retialer,210000.0
RCB Hardware,210000.0
M.A TAMAYO ENTERPRISES,209500.0
Compadre Glass Supply & Hardware,209160.0
Carasco Store,208573.0
Talico Industrial & Construction Supply,208505.0
"DE ROSE OF MIDSAYAP, INC. - GROCERY DEPARTMENT",208250.0
"RENTOKIL INITIAL PHILIPPINES, INC.",208120.0
Allied Hospital Supply International Corporation,208000.0
A & A TRADING AND SERVICES,208000.0
Orchids Bookstore,207800.0
COSTSAVER'S SUPERMARKET INC.,207540.0
"Aquasafety Solutions, Inc.",207500.0
RAJ4 SHELL SERVICE STATION,207039.42
Austin's Kitchen Catering Servces,206188.0
CAMPOAMOR GROCERS,206099.32
NEW ORLEANS HOTEL,205700.0
Shurline Corporation,205552.4
Ferma Drug Enterprises,205410.0
Jaime Lagras General Merchandise,205280.0
CORE SECURITY SOLUTION PROVIDER,205143.8
RESTAURO STORE,205000.0
DSC Inc.,205000.0
ESM Learning Enterprises,204250.0
"Zafire Distributors,Inc",204000.0
ALDRUG DISTRIBUTOR,203535.4
MOLAVE TRADING INC.,203443.2
C3R AGRIVET SUPPLY,203290.0
ZN Comptech Enterprises,203100.0
PEDIATRIC ASSOCIATES INC,202800.0
C AND T TRADING,202700.0
THEA COMPUTER SALES SERVICES & ENTERPRISES,202540.0
"Multiflex RNC Philippines, INC.",201958.0
Right Price Distributors Corporation,201916.8
BLESSED ST. JOHN PHARMACEUTICALS,201450.0
SERVICIA MEDICA ENTERPRISES,201449.0
Asian Trading,200990.0
Halibwayan Friendly Place Enterprise,200846.0
JENMAR PHARMA,200816.9
Nutridense Food Manufacturing Corporation,200640.0
JAYLO T. SUNAYAN SR.,200250.0
DYAR 765 SONSHINE RADIO-CEBU,200250.0
SORSOGON AGRO-AQUATIC DEVELOPMENT COOPERATIVE,200244.0
JAYR AND JHO TRADING,200100.0
Blessed St. John Pharmaceuticals and GEneral Merchandise,200100.0
AgreExplore,200000.0
CARGOFLEX HAULERS CORPORATION,200000.0
Roselyn R. Pasia,200000.0
"EQUILIFE MEDICA EQUIPMENT, SUPPLIES & SERVICES, INC.",200000.0
Yona Venice Eatery & Catering Services,200000.0
DJ CALTEX STATION,200000.0
Michel Lhuillier Financial Services,200000.0
HOSPICARE MEDICAL SUPPLIES CORP,200000.0
Globe Telecoms,200000.0
Mariveles Women And Community Multi Purpose Cooperative (Mwcmpc),200000.0
JASMIN PLACE AND CATERING SERVICES,200000.0
ROSTAN GASOLINE SERVICE STATION,200000.0
Melanie A. Pana,200000.0
Mariveles Women and Community Multi Purpose Cooperative,200000.0
MGC GENERAL ENTERPRISES,199920.0
RED'S CATERING,199920.0
"4J's Tech, Equipment, Gadgets and General Merchandise",199910.0
COMPUSPEC SALES AND SERVICES,199832.0
STY Batac Agro Industrial Trading,199800.0
Botica Sto. Rosario Drug and Medical Supplies,199780.0
PRINCE PHILIP AGRI TRADING,199750.0
3J Trading & Gen. Mdse.,199107.5
"MADULAO'S TRADING, CATANAUAN, QUEZON",198906.0
Iloilo Izeem Comercial,198840.0
Loriele Pharmaceuticare,198838.0
RM Revive Medic Pharmaceutical,198765.0
"Ikill Pests, Inc.",198750.0
