Name Of Awarded Company,Amount Awarded
AGUA VISIONS TRADING,279900.0
ZV FISHING AND CONSTRUCTION SUPPLIES,279776.52
GARRY B. MANDAPAT,279500.0
PABSVORITO FOOD AND CATERING SERVICES,279000.0
EU Enterprises,279000.0
Deyu Pharmaceutical,278750.0
DIAGNOSTICA TRADING,278660.0
GALAXY POINT ENTERPRISES,278628.6
DIAGNOSTICA TRADING,278500.0
AMCO PHARMACY,278200.0
"Shoepplier, Inc.",278071.6
"Shoepplier, Inc.",278071.6
Alghen Trading,278000.0
La Trinidad Sunrise Trading,277760.0
F.S. Felicia Trucking & Shuttle Service,277200.0
ESCRITOR AGRICULTURAL SUPPLIES TRADING,277200.0
RM Quintela Enterprise,277014.0
MAGIC CLUB INC.,277000.0
Kennette's Refreshment,276716.0
Kennette's Refreshment,276716.0
D & C Drugstore and General Merchandise,276500.0
MKAY GENERAL MERCHANDISE,276500.0
QUASAR Trading,275937.0
Emverly Enterprises,275710.0
G&C Yason General Merchandise,275245.0
QUICK CROSS MARKETING,275000.0
RSB General Merchanidse,275000.0
EASTERN BASIC PHARMACY,275000.0
RM Medical Supply and Equipment,275000.0
Sandoy's Construction Supply,274954.0
Medifherv Lifescience Diagnotic Supplies,274700.0
Jepoy's Cuisine & Catering Services,273873.51
ZYMED MEDICAL DISTRIBUTORS,273600.0
HLYC TRADING,273010.0
Greenworl Agri Farm Center,273000.0
LINDA'S DEPT. STORE,272548.26
DNZ Pharmacy,272500.0
FMR Corporation,272500.0
"Lifeline Diagnostic Supplies, Inc.",272500.0
FMR Corporation,272500.0
JENJUSJEM GEN. MERCHANDISE,272500.0
V-FIVE MARKETING,272381.0
DEX CONSTRUCTION AND SUPPLY,272335.0
ZMJ COMMERCIAL,272296.0
PS-DBM,272272.0
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",272000.0
Base Line Pharma Corp.,272000.0
"SEIRALAB, INC.",272000.0
Biohealth Distributor,271800.0
AJ GENERAL MERCHANDISE,271620.0
F & E DIVINE MANNA CORPORATION,271256.0
Asia Phil Drug and Medical Enterprises,271200.0
JREV PHARMA DRUG DISTRIBUTOR,270940.0
KING NJP GENERAL MERCHANDISE,270860.0
EDREA'S GROCERY,270486.0
Manara Marketing,270400.0
DNF DISTRIBUTION AND LOGISTICS INC.,270393.0
Mina de Oro Agrarian Reform Beneficiaries Multi-Purpose Cooperative (MAREBEMCO),270300.0
RLPAM Sari-Sari Store,270160.0
HOTELINDA SUITES,270000.0
"LTS RETAIL SPECIALIST, INC.",270000.0
TJ GARMENTS,270000.0
POWER HEALTH ENTERPRISE,270000.0
QUASAR Trading,270000.0
QUASAR Trading,270000.0
AGREENNOV CORPORATION,270000.0
ADS Medical and Laboratory Supplies,270000.0
HEALTH OPTIONS ENTERPRISES,270000.0
NEPHILA WEB TECHNOLOGY INC,270000.0
Affordrugs and General Merchandise,270000.0
ECE Marketing,270000.0
F.I. Yago Construction,269900.0
LGT Trading and General Merchandise,269885.0
DIAMED ENTERPRISE,269784.0
DIAMED ENTERPRISE,269784.0
Siker Trading,269732.15
"Portafolio Interiors, Inc.",269490.74
B.E.Y. Enterprise,269210.0
Radian Construction and Supply,268990.0
Marzan Enterprises,268980.0
National Food Authority - Aurora,268750.0
Builtech Solutions,268500.0
G-MED Marketing,268100.0
ETRADE General Merchandising,268050.0
"Cebu Far Eastern Drug, Inc.",267997.5
JACOBS EVENT MANAGEMENT SERVICES,267937.5
Uni-Glow Master General Merchandise Inc.,267750.0
SBCO Merchandise,267215.0
Virac Lucky Supermart,267097.5
Eastlane Corporation,267000.0
BOHOL QUALITY CORPORATION - Tagbilaran City,266836.8
Prolife Healthcare System,266600.0
Caters Choice Packaging Producs,266500.0
"Berovan Marketing, Inc.",265695.0
RBR Gas Filling Station,265636.53
Jen Bulls Catering Services,265500.0
515 Life Construction Corp.,265266.62
ERAYA FOOD & SANDWICH,265200.0
D'Plowman Multipurpose Cooperative,265020.0
JLH MEDICS ENTERPRISES,265000.0
"ENDURE MEDICAL, INC.",265000.0
Gillan Marie Catering Services,264750.0
East-West Seed Company Incorporated,264750.0
SOUTHERN LAGUNA TRANSPORT SERVICE COOPERATIVE,264600.0
Patient Care Corporation,264513.0
Puring Rosita Candy Store,264272.0
Berovan Marketing,264000.0
MERACURE PHARMACY,264000.0
ASSIL ENTERPRISES,263900.0
ASSIL ENTERPRISES,263375.0
Hospimed Innovators Inc.,263000.0
LR Enterprises,262800.0
HealthRush,262500.0
TARLAC MAC ENTERPRISES INC.,262500.0
DREAM TEAM VENTURES,262500.0
Tabingo Store,261900.0
LA SENCILLEZ TRADING,261489.6
Global Pharma Enterprise,261390.0
King Jan Enterprises,261159.5
MD GENERAL SERVICES,261000.0
Edward Gonzales,261000.0
Edward Gonzales,261000.0
SJN Enterprises,260850.0
Soleum MRJE Gas Corp.,260500.0
RAZMER'S TRADING,260473.0
MP ELECTRICAL SUPPLY AND SERVICE,260420.0
PABSVORITO FOOD AND CATERING SERVICES,260400.0
L AND H MARKETING,260280.0
PHIL PAK IMPORT EXPORT & TRADING CORP,260000.0
"HBI DIAGNOSTIKA, INC.",260000.0
DriveAsia Motor Corporation,260000.0
L.G. Moreno Rice Supply,260000.0
NINO KARL JAY TRADING,260000.0
BIOSITE MEDICAL INSTRUMENTS,260000.0
"HBi Diagnostika, Inc.",260000.0
Jeepney Rentals/Laborers,260000.0
Kingstar Pharma,260000.0
EYLAK TRADING,259710.0
Lynbert's Enterprises,259540.0
BBM Machine Shop,259500.0
J-FOURTH TRADING,259500.0
DIAGNOSTICA TRADING,259300.0
"ALOG & COMPANY, INCORPORATEED",259200.0
Corbox Corporation,259018.6
KLAM TRADING,258100.0
KLAM TRADING,258100.0
JMT Biomed Tech Medical Equipment services and Supplir,258000.0
Esquared Universal Company,257880.0
Astrophil Trading,257570.0
RX CAREMED ENTERPRISES,257535.0
GREGAN 101 CORP.,257400.0
Promedic Pharma,257290.0
Anne Rejoyce Trading,257250.0
M. LIM SERVICE STATION,257063.04
Exal's Rice and Poultry Supply,256680.0
PRINCEMARK DRUGMARK DISTRIBUTOR,256180.0
Red Rock General Merchandise,256000.0
Metro Coolaire Trading Corporation,255527.68
KLAM TRADING,255500.0
GYR TRADING,255408.0
CFB MARKETING AND GENERAL MERCHANDISE,255350.0
HLYC Trading,255136.0
RSB General Merchandise,255000.0
HYPERTRADE DISTRIBUTORS,255000.0
Zafire Distributors Inc,255000.0
Clearbridge Medical Philippines Inc.,255000.0
D2RK HOUSEHOLD PRODUCTS TRADING,255000.0
3J Medical Supplies,255000.0
LABSOLUTION TECHNOLOGIES INC.,255000.0
Variance Trading Corporation,255000.0
"Berovan Marketing, Inc.",255000.0
FCC SUPERMARKET,254933.28
FCC SUPERMARKET,254738.4
Greenergy Dist. Corp.,254660.0
Medical Center Trading Corporation,254500.0
Oxychem Corporation,254200.0
PEEDOY MART,254089.0
BGC Pharmacy,253900.0
Medical Center Trading Corporation,253304.0
B.E.Y. ENTERPRISE,253300.0
Xandria's Dried Fish Store,253191.3
Sophie's General Merchandise,253110.0
NICHOLAS AND STEPHANIE CONSTRUCTION SUPPLY,252823.22
Roam-Medica Enterprises,252750.0
Alnardo Solutions Enterprise,252500.0
KUSINAH CATERING SERVICES,252000.0
CHARMS CONSUMER GOODS TRADING,252000.0
ILOILO IZEEM COMMERCIAL,252000.0
MAVIE'S CATERING SERVICES,252000.0
ANB Pharmaceuticals,251952.0
Supercha Food Hauz,251800.0
Bagels Enterprises,251790.0
Rodama Agrivet Supplies,251063.73
Desuasido Rice Mill,251000.0
Desuasido Rice Mill,251000.0
Dargie Enterprises,250960.0
GOLDEN GLASS AND ALUMINUM SUPPLY,250826.5
"DAVAO WAREHOUSE CLUB, INC",250799.6
Killaz General Merchandise,250633.3
Petermann General Merchandise,250570.0
DJ AND LOURIZE WATER DELIVERY,250200.0
Quantum Leap JMB MKTG Inc.,250157.2
Agreennov Corporation,250000.0
ZMJ COMMERCIAL,250000.0
RFG MEDICAL PHARMACEUTICAL PRODUCTS AND EQUIPMENT,250000.0
National Food Authority,250000.0
BIOSITE MEDICAL INSTRUMENTS,250000.0
Villasis Gastop Corporation,250000.0
Biomedica Health Care Inc.,250000.0
Maricel's Catering Services,250000.0
PHILCOPY CORPORATION,250000.0
National Food Authority,250000.0
TWO SEVEN FOOD STUFF CATERING SERVICE,250000.0
Enhanced Medical & Industrial Enterprises,250000.0
KLER CONSTRUCTION AND GENERAL MERCHANDISE,250000.0
Jose Clint Baldonado Body and Motorshop,250000.0
PAULEN GENERAL MERCHANDISE,250000.0
Angelson Store,250000.0
TWO SEVEN FOOD STUFF CATERING SERVICE,250000.0
DIGAP TRADING,250000.0
GAD'S CARE,250000.0
Marivic C. Deliso,250000.0
Romeo H. Sadsad,250000.0
SOUTH CARE COSMETIC MANUFACTURING INC.,250000.0
MEDCARE SUPPLIES,250000.0
Jeepney Rentals/Laborers,250000.0
B-SHINE PHARMA,250000.0
National Food Authority,250000.0
National Food Authority,250000.0
National Food Authority,250000.0
Pharma Medical Link,250000.0
National Food Authority,250000.0
THAN THAN HARDWARE & GEN. MERCHANDISE,249990.0
"Issitech Information Technologies, Inc.",249990.0
Merry Merchants Trading and General Merchandise,249980.0
ISAIAS TOP MARKETING CORPORATION,249909.0
Supplimed Enterprises,249900.0
South East Star Enterprises,249665.0
Pharma Medical Link,249600.0
TRIPLE STAR MARKETING,249480.0
FERMIDA CONSTRUCTION SERVICES AND SUPPLIES,249453.64
ACS PENSION HOUSE,249375.0
KRYPTON INT'L RESOURCES SALES AND SERVICES,249350.0
"CSI Warehouse Club, Inc.",249315.7
Supplimed Enterprises,249220.0
RAIN D. GEN. MDSE.,249175.0
Procurement Service,249165.0
PHARMA MED DRUGSTORE,249150.0
DIAMED KINETICS HEALTHCARE ON THE GO,249000.0
Vishellee Marketing,249000.0
CHOWTIME CUISINE d' Catering Specialist,249000.0
Agricons Impex Co.,249000.0
VYH CONSTRUCTION SERVICES AND GENERAL SERVICES,248980.0
FERSAL INTERNATIONAL CORPORATION,248976.0
Hightop's Parmaceutical Trading,248430.0
THAN THAN HARDWARE & GEN. MERCHANDISE,248400.0
MC JEB Trading,248400.0
IKF Home Furnishing and Office Furniture,248000.0
Starblooms Enterprises,247690.2
JREV PHARMA DRUG DISTRIBUTOR,247500.0
Central Mart General Merchandise,247500.0
ELIMGEM HOSPITAL SUPPLIES DISTRIBUTOR,247500.0
Jeffloyd Electronics Trading,247350.0
CPA Pharmacy,247157.0
Bacolod China Mart,247137.0
MCJEB TRADING,247050.0
Rogelio Mantabute - Group/Pakyaw Leader,246988.0
REJOHN ENTERPRISES,246700.0
"Mirola Hardware, Inc.",246624.0
EJ Jhune General Merchandise,246554.0
PLOUTOS MARKETING,246554.0
LPO Enterprises,246017.0
"SEIRALAB, INC.",246000.0
Pedro Rodriguez Enterprises,245991.96
Fharoyo Trading,245700.0
NITROX ENTERPRISES,245700.0
"DAVAO ATHENA DRUG & GENERAL MERCHANDISE, INC.",245650.0
D' ANCHOR ENTERPRISES,245320.0
INFINICOM COMPUTERS,245000.0
Wellness Pro. Inc,245000.0
"BUENAVISTA CATV, INC.",245000.0
D' ANCHOR ENTERPRISES,244851.5
JPEN Enterprises,244700.0
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",244500.0
Elite Enterprises,244380.0
RICARDO C. CAMA,244368.2
"Esco Philippines, Inc.",244160.0
COMPUCARE CORPORATION,244000.0
GOLDBEAM CONSTRUCTION & SUPPLY,243924.0
BTL MEDICAL TECHNOLOGIES INC.,243200.0
MAYLUZ PHARMACY & GENERAL MERCHANDISE,243010.0
MAYLUZ PHARMACY & GENERAL MERCHANDISE,243010.0
LPO Enterprises,243000.0
NAVIGARA TOURS AND TRAVEL SERVICES,243000.0
Spring Development Corp.,243000.0
Siltos Mart & General Merchandise,242570.0
PHARMAGEM MARKETING,242570.0
A & A's Eatery and Catering Services,242390.0
MMJS PHARMACY AND MEDICAL SUPPLIES,242345.5
Sobimed Pharmaceutical Product Distribution,242280.0
Patriz Pharmacy,242040.0
A3 OFFICE SUPPLIES AND EQUIPMENT TRADING,242039.5
AFC Rescue Traders,242000.0
M.B. SANITATION SUPPLY,241920.0
JONECO TECH MARKETING CORP.,241830.0
"MEDICAL TEST SYSTEMS, INC.",241500.0
KNC RICE RETAILER & WHOLESALER,241395.0
RXCAREMED ENTERPRISES,241360.0
Aequus Enterprises,241250.0
Botica Jill and Convenience Store,241223.5
BOHOL QUALITY CORPORATION - Tagbilaran City,241218.15
LR ENTERPRISES,241000.0
ANB Pharmaceuticals,240642.0
SHMIC GENERAL MERCHANDISE,240617.0
CM`S GENERAL MERCHANDISE AND CONSTRUCTION SUPPLY,240280.0
MEET TO U TRADING AND GENERAL MERCHANDISE,240000.0
Pharma Business Management Trading (PBM) Corp.,240000.0
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",240000.0
Miyan Industrial Marketing and Services,240000.0
VCG TRADING CORP.,240000.0
Duke Medical0,240000.0
MEDICO EXELENTE MARKETING,240000.0
BYRO PHARMA,240000.0
Procurement of Reusable Respiratory Protection Mask for Covid 19,240000.0
"CENTER POINT SALES & TRADING, INC.",240000.0
RETA DRUG,240000.0
5J&C Place and Catering Services,240000.0
Gracian General Merchant,240000.0
F.E.G GENERAL MERCHANDISE,240000.0
Enhanced Medical and Industrial Enterprises,240000.0
Tenedero's Rice Dealer & General Merchandise,240000.0
Tenedero's Rice Dealer & General Merchandise,240000.0
Buenavida Pharma,240000.0
"University of the Philippines Los Banos Foundation, Inc.",240000.0
Bi-Suns Build Ventures,239400.0
COJ Travel and Tours,238500.0
Sabcare Marketing,238500.0
3RG Fortune Enterprises,238217.9
Biosite Medical Instruments,238000.0
YANG'S ENTERPRISES,238000.0
"HOME OPTIONS, INC.",237964.8
Greenergy Distributions Corp.,237580.0
K SIGNS AND DESIGNS,237500.0
"RUEY SHING REF & EQUIPT CO., LTD",237500.0
TOP-ONE PHARMA - CUBAO BRANCH,237006.0
MMJS PHARMACY AND MEDICAL SUPPLIES,236864.0
B.E.Y. Enterprise,236607.15
Lemar's Electronics and General Merchandise,236571.0
YOURMED MARKETING,236500.0
FB Triqam and Genral Mdse.,236450.0
TECHNOSURE ELECTRONICS & ELECTRICAL SUPPLY & SERVICES,236250.0
LEEAN MEDICAL & SURGICAL SUPPLY - CEBU CITY,236250.0
Casureco III,236007.74
"Endure Medical, Inc.",236000.0
Libertad Consumer Corporation,235950.0
LKS Pharmacy,235880.0
S & S Moncada Supermart,235785.0
DIAMED ENTERPRISE,235750.0
DIAMED ENTERPRISE,235750.0
Pacifica Agrivet Supplies Inc,235576.0
3RG Fortune Enterprises,235175.0
Profcare Medical and Linen Supplies,235160.0
"Health Solutions Ent., Inc.",235000.0
"TRENDS AND TECHNOLOGIES, INC.",234858.0
ACE CENTERPOINT,234825.0
CAMBERWELL CONSTRUCTION AND SUPPLIES,234179.0
Jesus & Nating Sari-Sari Store,234000.0
Jesus & Nating Sari-Sari Store,234000.0
INTERWORLD ENTERPRISES,234000.0
DLS Food House and Catering Services,234000.0
BEROVAN MARKETING INC,234000.0
"IDS Medical Systems Philippines, Inc.",234000.0
AO BIO MED and Industrial Marketing,234000.0
BAYAMBANG LGU EMPLOYEES CONSUMERS COOPERATIVE,233700.0
biosite medical instruments,233500.0
JPMR PHARMA,233399.5
RUBY'S PANCITERIA,232500.0
ANB Pharmacueticals,232321.76
RAKEAR Trading,232150.0
Shooting Star Trading,232000.0
NORTHERN CLINICAL TECHNOLOGY SOLUTIONS AND SERVICES,232000.0
BAYAMBANG LGU EMPLOYEES CONSUMERS COOPERATIVE,231980.0
"MEDICAL TEST SYSTEMS, INC.",231660.0
HLYC Trading,231625.0
ALCREVON TRADING AND GENERAL MERCHANDISE,231506.34
East Lake Enterprises,231400.0
MC JEB TRADING,231350.0
MCJEB TRADING,231325.0
"J&P Cantina, Inc.",231319.38
MEDICO EXELENTE MARKETING,231000.0
Thai Sun General Merchandise,230526.0
RMAP Enterprises,230405.0
The Laguna Creamery Inc,230400.0
Mopesa Car Rental,230200.0
LAVAREZ ENTERPRISES,230000.0
VARIANCE TRADING CORP,230000.0
Jenia Marketing,230000.0
BUENA CASA HOSTERIA INC,230000.0
"a-z market enterprise developers, inc.",230000.0
CALUTAN'S MARKETING,230000.0
Champion Commercial,229702.0
Northeast Medical Trading,229660.0
Marcela A. Pagsolingan,229635.0
SASGIE GENERAL MERCHANDISE,229600.0
MAC TYCOON MARKETING,229500.0
G & C Yason General Merchandise,229350.0
JMB SCHOOL AND OFFICE SUPPLIES,228630.0
EEA ENTERPRISE,228200.0
FIL-ANASERVE INC.,228000.0
Sahar International Trading Inc.,228000.0
Spring Development Corp.,228000.0
"OMNIFAB, INC.",227700.0
EUPHAREX PHARMACEUTICALS INC.,227500.0
Molina's General Builders,227360.0
BLACKHAWK CCTV SYSTEMS,227125.0
Rumen Nutrition Solutions,226800.0
MC ARC INDUSTRIAL SUPPLY,226300.0
LGT Trading and General Merchandise,226180.0
JUZLAI CATERING AND FOOD SERVICES,226125.0
RM Medical Supply and Equipment,226000.0
BEB's Dry Good Store,225800.0
FB Triqam and General Mdse,225589.85
Agro Industriya Trading,225330.0
Benison Enterprises,225100.0
TJ GARMENTS,225000.0
"HBI DIAGNOSTIKA, INC.",225000.0
Byro Pharma,225000.0
Enhanced Medical & Industrial Enterprises,225000.0
Zafire Distributors Inc,225000.0
ATG AGRI-VET AND LIVESTOCK SUPPLY,225000.0
QUASAR Trading,225000.0
Farmacia Carmina,225000.0
FIL-ANASERVE INC.,225000.0
Bedmaster Manufacturing Corporation,225000.0
KULIT'S DRUGSTORE,225000.0
MANALON AGRI SUPPLY,225000.0
Budget Transport Services,225000.0
Budget Transport Services,225000.0
Ernielitas Dormitel & Events venue,225000.0
TUNGKEE TRADING AND GEN. MDSE.,225000.0
F.E.G GENERAL MERCHANDISE,225000.0
N LLAGAS FEEDS SUPPLY,225000.0
Dyna Care Medical Trading,225000.0
National Food Authority,225000.0
MDL Poultry and Supply,224999.94
HOG COCKER'S TRADING,224990.0
B-Shine Pharma,224972.7
JOAN RUTH P. RAZALAN,224940.0
GOLD-NHAJJA TRADING,224880.0
DREI Enterprises,224850.0
A. Montalbo Trading and Construction,224760.0
Cymmer Sari-Sari Store and Food Supply,224750.0
ARVI-MED PHARMA SUPPLIES,224400.0
DnJ DOULOS PHARMA and DIAGNOSTIC DISTRIBUTOR,224220.0
"Ta-ala Farms, Inc.",224200.0
BELLE SOUTH PACIFIC PROPERTIES INC.,224000.0
Cris Grains Corner,223850.0
John Mark's Food House,223800.0
DAVIEN'S GENERAL MERCHANDISE,223445.5
"OMNIBUS BIOMEDICAL SYSTEMS, INC.",223000.0
PharmaGen Ventures Corp.,222967.5
Dayna Enterprises,222600.0
BEROVAN MARKETING INC.,222600.0
MVRN AGRI-MACHINERIES ENTERPRISES,222523.0
GoodWill Shop- On Mart,222438.62
Bongabong Coconut Farmer's Multi-Purpose Cooperative,222350.0
ASTRONMED TRADING,222150.0
JAYSON P. JULAYLE,222000.0
NEGROS LPY CORPORATION,222000.0
ATS HOME INTERIOR,222000.0
ESCRITOR AGRICULTURAL SUPPLIES TRADING,221936.0
ESCRITOR AGRICULTURAL SUPPLIES TRADING,221936.0
4M GENERAL MERCHANDISE,221760.0
UNONORTE PHARMA AND MEDICAL SUPPLIES TRADING,221500.0
"ZAFIRE DISTRIBUTORS, INC.",221500.0
HARDY MARKETING ENTERPRISES,221500.0
"CITY HARDWARE MINDANAO, INC.",221470.0
Pharma Medical Link,221245.0
Metro Regency Innovation Inc.,221000.0
St. Almers Construction and Enterprise,220923.28
XARIS FUNCTION & EVENT CENTER,220700.0
NG KHAI DEVELOPMENT CORPORATION,220500.0
DREAMHOUSE SUPPLY WHOLESALING,220500.0
New Silangan Hardware and Fishing Supply,220177.5
JC Admiral Trading,220150.0
MRL CYBERTEC CORP,220150.0
WI-AL Construction Builders,220019.0
JOMED GENERAL MERCHANDISE,220000.0
PURCHASE OF COLLAPSIBLE TENTS,220000.0
MRL CYBERTEC CORPORATION,220000.0
DOUGLAS NERI,220000.0
Pauleaster Upholstery and Supplies,220000.0
Vishelee Marketing,220000.0
FB Triqam Pharma and General Mdse.,220000.0
ECO HYGIENE INSTITUTIONAL SALES CORPORATION,220000.0
ECO HYGIENE INSTITUTIONAL SALES CORPORATION,220000.0
RJMQ TRADING,220000.0
MRL CYBERTEC CORPORATION,220000.0
Cher Enterprises Incorporated,220000.0
Juniper 3 Procurement Corp.,220000.0
JRA MEDICAL SUPPLIES,220000.0
MARIA ELENA'S CATERING SERVICES,220000.0
lifeline diagnostics,220000.0
RPO COSMETIC LABORATORY CORP.,220000.0
PALAYA CORPORATION,220000.0
Willy and Sons Corp.,220000.0
L-ZAY Medical Enterprise,219716.0
JCRS TRADING,219500.0
"Nanoscience, Inc.",219500.0
Rolly and Elma Rice Dealer,219500.0
Goldbeam Construction & Supply,219485.0
Medical Center Trading Corporation,219450.0
MEDCONNECT PHARMACY,219350.0
Alvin Tumanda,219300.0
TOP One Pharma,219275.0
RSB General Merchandise,219130.0
CFB MARKETING AND GENERAL MERCHANDISE,219100.0
CFB MARKETING AND GENERAL MERCHANDISE,219100.0
Infoshare Management Systems,218621.0
BUENA CASA HOSTERIA INC,218500.0
FARMACIA DE STA ANA,218456.38
Apollos Feedmill,218400.0
INA ENTERPRISE,218285.0
Printer's Mark,218200.0
KAD Pharma,218192.45
Marnel General Merchandise,218150.0
Cebu Business Materials Trading Company Inc.,218000.0
SANCHEZ MINI MART,217276.0
CIRCLE TRANSPORT CORPORATION,217000.0
LINDA'S DEPT. STORE,216750.0
Wesleykurt Transport,216500.0
Metro Regency Innovation Inc.,216400.0
MAGIC CLUB INC. (BINMALEY BRANCH),216175.0
CHAROEN POKPHAND FOODS PHILS. CORP.,216122.0
BC ENTERPRISE,216118.0
Sedsan Commercial,216000.0
COLLIN'S PHARMACY,216000.0
MEDICURE ENTERPRISES,216000.0
DM Car Rental Services,216000.0
"Rock Diwata Builders, Inc.",215916.0
l,215800.0
L-ZAY Medical Enterprises,215800.0
3J's & T Food Services,215600.0
ACE CENTERPOINT,215585.8
GRACIAN GENERAL MERCHANT,215330.0
RAZMER'S TRADING,215280.0
Adelaine's Drug Haus and Medical Supply,215255.0
M. Moreno Lodge & Restaurant,215055.0
VICTORIA T. CANONICATO/JENNY ROSE B. DUBLADO/JAYMAR T. EMBATE/BERT C. ALFONSAJIM,215000.0
JRC Medical Supplies Trading,214720.0
M3C TRADING,214500.0
SUNSHINE RICE TRADER,214200.0
BAYAMBANG LGU EMPLOYEES CONSUMERS COOPERATIVE,214000.0
BOHOL QUALITY CORPORATION - Tagbilaran City,213941.0
HLYC Trading,213513.9
"8ternity, Inc.",213500.0
Evergreen General Merchandise,213150.0
CFB MARKETING AND GENERAL MERCHANDISE,213000.0
"Baliwag Transport, Inc.",212500.0
APT DRUGS TRADING,212500.0
LIFELINE DIAGNOSTIC SUPPLIES INC.,212300.0
AGE-MPC,212299.05
Pinamalayan Trading,212220.0
"CHICKEN ESSENTIALS PH, INC.",212160.96
Medical Center Trading Corp,212020.0
Adelpa Sari- Sari Store,212000.0
"RMJ 88 Industrial Solutions, Inc.",212000.0
MRL CYBERTEC CORP,211720.0
Tri-Den Inc.,211700.0
Tri-Den Inc.,211700.0
"Cebu Far Eastern Drug, Inc.",211500.0
South East Star Enterprises,211423.87
F.E.G GENERAL MERCHANDISE,211169.0
Lucky Sierra Alba Meat Retailing,210969.0
JUZLAI CATERING AND FOOD SERVICES,210600.0
BLUE DRAGON PHARMACEUTICAL TRADING,210466.0
MS CASTILLO CONSTRUCTION,210241.5
GRB Enterprises,210140.0
Rodica Pharmacy (The Generics Pharmacy),210000.0
STA. ANA HEALTHCARE PLUS CORPORATION,210000.0
Apple Cherry Rice & Corn Retialer,210000.0
Clearbridge Medical Philippines Inc.,210000.0
GENZEN PHARMACEUTICAL TRADING,210000.0
Gracian General Merchant,210000.0
Variance Trading Corporation,210000.0
RCB Hardware,210000.0
Pharma Medical Link,210000.0
ABCM ENTERPRISES,210000.0
MECH-AIR SYSTEMS CORPORATION,209995.2
McBoning Construction Engineering and Supplies,209860.0
TRESMARIA OFFICE SUPPLIES TRADING,209814.0
Kenmart Marketing,209633.93
KINOVETT SCIENTIFIC SOLUTIONS CO.,209600.0
M.A TAMAYO ENTERPRISES,209500.0
Biochem Scientific Diagnostic Supply,209084.0
Jaydee Care Marketing,209040.0
Procurement Service (PS-DBM),209040.0
"LIFELINE DIAGNOSTIC SUPPLIES, INC.",208670.0
DIATECH LABORATORY SUPPLIES CO.,208600.0
"DE ROSE OF MIDSAYAP, INC. - GROCERY DEPARTMENT",208250.0
"RENTOKIL INITIAL PHILIPPINES, INC.",208120.0
Medical Center Trading Corporation,208000.0
Medical Center Trading Corporation,208000.0
Astrophil Trading,207935.0
4M GENERAL MERCHANDISE,207800.0
"Aquasafety Solutions, Inc.",207500.0
BEROVAN MARKETING INC.,207489.4
Winegard Marketing,207440.0
New Javier Trading Corporation,207130.0
REJOHN ENTERPRISES,207080.0
RAJ4 SHELL SERVICE STATION,207039.42
QUASAR Trading,206811.0
Puring Rosita Candy Store,206490.0
Gerboudenviro Public Health Pest Control & Cleaning,206000.0
EUNYC Medical Supplies,205860.0
Jackpot Drug & General Merchandise,205722.5
NEW ORLEANS HOTEL,205700.0
Ferma Drug Enterprises,205410.0
Jaime Lagras General Merchandise,205280.0
AJ General Merchandise,205220.0
CORE SECURITY SOLUTION PROVIDER,205143.8
"HBI DIAGNOSTIKA, INC.",205000.0
RESTAURO STORE,205000.0
ZYTHER PHARMA & MEDICAL SUPPLY,205000.0
A. CAMARILLO TRADING,205000.0
DSC Inc.,205000.0
Medix Depot,204700.0
RSB General Merchandise,204625.0
Puregold Hardware,204575.5
Berovan Marketing,204510.0
Golden Dell Generic Distributor,204326.0
ESM Learning Enterprises,204250.0
KINOVETT SCIENTIFIC SOLUTIONS CO.,204065.0
"Zafire Distributors,Inc",204000.0
"Metro Drug, Inc.",204000.0
BAYAMBANG LGU EMPLOYEES CONSUMERS COOP.,203872.0
BEROVAN MARKETING INC.,203600.0
ALDRUG DISTRIBUTOR,203535.4
South East Star Enterprises,203452.7
MOLAVE TRADING INC.,203443.2
AVFA GENERAL MERCHANDISE,203145.0
ZN Comptech Enterprises,203100.0
LINDA'S DEPT. STORE,203011.2
C AND T TRADING,202700.0
MAGIC CLUB INC. (BINMALEY BRANCH),202700.0
THEA COMPUTER SALES SERVICES & ENTERPRISES,202540.0
LRH ENTERPRISES,202500.0
Tri-B Marketing *T,202047.8
"Multiflex RNC Philippines, INC.",201958.0
BAYAMBANG LGU EMPLOYEES CONSUMERS COOPERATIVE,201840.0
Berovan Marketing Inc,201800.0
Puregold Price CLub,201784.0
Wisenheimer Trading,201730.0
Rescue Life Industrial Sales Company,201700.0
RCV Enterprise,201691.5
JREV PHARMA DRUG DISTRIBUTOR,201680.0
RO-ANNE'S FARM IMPLEMENT AND GLASSWARE,201624.0
RO-ANNE'S FARM IMPLEMENT AND GLASSWARE,201600.0
BLESSED ST. JOHN PHARMACEUTICALS,201450.0
SERVICIA MEDICA ENTERPRISES,201449.0
Asian Trading,200990.0
Lemar's Electronics and General Merchandise,200935.0
Halibwayan Friendly Place Enterprise,200846.0
JENMAR PHARMA,200816.9
KLAM TRADING,200800.0
G&C Yason General Merchandise,200710.0
HOSPI CARE MEDICAL TRADING,200700.0
TRIE VARIETY STORE,200579.0
CURAMED PHARMACY,200440.0
JAYLO T. SUNAYAN SR.,200250.0
DYAR 765 SONSHINE RADIO-CEBU,200250.0
