Name Of Awarded Company,Amount Awarded (in hundred thousands),Company Age
"ENDURE MEDICAL, INC.",1.8912,14.052054794520547
"ENDURE MEDICAL, INC.",0.9408,14.052054794520547
"ENDURE MEDICAL, INC.",0.8,14.052054794520547
JPM CATERING SERVICES,41.3383,3.2794520547945205
JPM CATERING SERVICES,4.73055,3.2794520547945205
MIRACLE HYBRID CORN SEED,40.9795,6.073972602739726
BOHOL QUALITY CORPORATION,40.948394,9.668493150684931
BOHOL QUALITY CORPORATION,36.395275,9.668493150684931
BOHOL QUALITY CORPORATION,11.530114,9.668493150684931
BOHOL QUALITY CORPORATION,7.812,9.668493150684931
BOHOL QUALITY CORPORATION,4.1,9.668493150684931
BOHOL QUALITY CORPORATION,3.54696,9.668493150684931
BOHOL QUALITY CORPORATION,1.67,9.668493150684931
BOHOL QUALITY CORPORATION,1.0399,9.668493150684931
BOHOL QUALITY CORPORATION,1.0125,9.668493150684931
BOHOL QUALITY CORPORATION,0.9064585000000001,9.668493150684931
BOHOL QUALITY CORPORATION,0.1548,9.668493150684931
BOHOL QUALITY CORPORATION,0.0672,9.668493150684931
BOHOL QUALITY CORPORATION,0.034364,9.668493150684931
BOHOL QUALITY CORPORATION,0.03146,9.668493150684931
EFG MED DISTRIBUTOR,40.78426,2.7205479452054795
EFG MED DISTRIBUTOR,14.33519,2.7205479452054795
EFG MED DISTRIBUTOR,6.04855,2.7205479452054795
EFG MED DISTRIBUTOR,3.204,2.7205479452054795
RIJETT CAR RENTAL SERVICES,40.7,2.6986301369863015
DIAGNOSTICA TRADING,40.369975,14.802739726027397
DIAGNOSTICA TRADING,16.88,14.802739726027397
DIAGNOSTICA TRADING,16.0691025,14.802739726027397
DIAGNOSTICA TRADING,5.5832025,14.802739726027397
DIAGNOSTICA TRADING,4.689,14.802739726027397
DIAGNOSTICA TRADING,3.4975,14.802739726027397
DIAGNOSTICA TRADING,3.19951,14.802739726027397
DIAGNOSTICA TRADING,2.854,14.802739726027397
DIAGNOSTICA TRADING,2.7866,14.802739726027397
DIAGNOSTICA TRADING,2.785,14.802739726027397
DIAGNOSTICA TRADING,2.593,14.802739726027397
ENHANCED MEDICAL & INDUSTRIAL ENTERPRISES,40.0,5.53972602739726
ENHANCED MEDICAL & INDUSTRIAL ENTERPRISES,20.0,5.53972602739726
ENHANCED MEDICAL & INDUSTRIAL ENTERPRISES,7.05,5.53972602739726
ENHANCED MEDICAL & INDUSTRIAL ENTERPRISES,2.5,5.53972602739726
ENHANCED MEDICAL & INDUSTRIAL ENTERPRISES,2.25,5.53972602739726
"CARTAL ENTERPRISES, INC.",40.0,11.180821917808219
KINGSTAR PHARMA,39.852,2.621917808219178
KINGSTAR PHARMA,13.61,2.621917808219178
KINGSTAR PHARMA,10.4035,2.621917808219178
KINGSTAR PHARMA,5.25,2.621917808219178
KINGSTAR PHARMA,4.4,2.621917808219178
KINGSTAR PHARMA,2.6,2.621917808219178
KINGSTAR PHARMA,1.96154,2.621917808219178
KINGSTAR PHARMA,1.805,2.621917808219178
KINGSTAR PHARMA,0.965,2.621917808219178
KINGSTAR PHARMA,0.44,2.621917808219178
KINGSTAR PHARMA,0.27,2.621917808219178
BLU ENTERPRISES,39.0,13.213698630136987
BLU ENTERPRISES,17.31,13.213698630136987
BLU ENTERPRISES,16.275,13.213698630136987
BLU ENTERPRISES,16.25,13.213698630136987
BLU ENTERPRISES,15.8,13.213698630136987
BLU ENTERPRISES,11.0,13.213698630136987
BLU ENTERPRISES,3.85,13.213698630136987
BLU ENTERPRISES,1.8,13.213698630136987
NRVG MERCHANDISING,38.755,12.846575342465753
NRVG MERCHANDISING,8.05,12.846575342465753
NRVG MERCHANDISING,6.5395,12.846575342465753
NRVG MERCHANDISING,5.625,12.846575342465753
NRVG MERCHANDISING,4.2381,12.846575342465753
NRVG MERCHANDISING,3.4315,12.846575342465753
NRVG MERCHANDISING,1.19,12.846575342465753
"TECHNOMED INTERNATIONAL, INC.",38.6,18.057534246575344
"TECHNOMED INTERNATIONAL, INC.",13.05,18.057534246575344
PANDA TEA GARDEN SUITES,38.475,8.145205479452056
J-777 AGRI MARKETING CORP.,38.32,4.5479452054794525
SEED GROWERS MPC OF LA UNION,38.0,2.9013698630136986
G&C YASON GENERAL MERCHANDISE,36.8375,3.26027397260274
G&C YASON GENERAL MERCHANDISE,5.1307,3.26027397260274
G&C YASON GENERAL MERCHANDISE,4.102,3.26027397260274
G&C YASON GENERAL MERCHANDISE,2.75245,3.26027397260274
G&C YASON GENERAL MERCHANDISE,2.0071,3.26027397260274
G&C YASON GENERAL MERCHANDISE,1.155,3.26027397260274
HAKKATAN KONSTRUK & GEN. MDSE.,34.737685899999995,12.232876712328768
PALMARES GENERAL MERCHANDISE,34.6999963,14.128767123287671
A3 GENERAL MERCHANDISE,34.14924,11.67945205479452
AROLUCK GENERAL MERCHANDISING,34.113287,0.0684931506849315
DEN DER TRADING,33.9885,1.2794520547945205
DEN DER TRADING,8.925,1.2794520547945205
KAMIKO CARGO MOVERS CORPORATION,33.908,2.578082191780822
ESSENTRIX CHOICE PHARMA,33.715,2.4136986301369863
SOUTH STAR DISTRIBUTORS INC.,33.4487628,5.695890410958904
AGRICONS IMPEX CO.,33.427,3.252054794520548
AGRICONS IMPEX CO.,20.4732,3.252054794520548
AGRICONS IMPEX CO.,4.20039,3.252054794520548
AGRICONS IMPEX CO.,3.7527,3.252054794520548
AGRICONS IMPEX CO.,2.49,3.252054794520548
AGRICONS IMPEX CO.,0.75,3.252054794520548
AGRICONS IMPEX CO.,0.665,3.252054794520548
AGRICONS IMPEX CO.,0.51,3.252054794520548
AGRICONS IMPEX CO.,0.24,3.252054794520548
AGRICONS IMPEX CO.,0.22,3.252054794520548
AGRICONS IMPEX CO.,0.084,3.252054794520548
"METRO RETAIL STORES GROUP, INC.",33.2045,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",26.7,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",19.40625,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",19.233472,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",18.975,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",17.116569,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",3.1817625,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.44,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.39992,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.323175,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.19794,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.13775,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.13536,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.13196,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.11512299999999999,4.887671232876713
"METRO RETAIL STORES GROUP, INC.",0.04999,4.887671232876713
ARMEN ENGINEERING AND CONSTRUCTION SERVICES,33.0,9.893150684931507
MEDSHIELD PHARMA CORP.,32.4131,4.3780821917808215
MEDSHIELD PHARMA CORP.,17.40878,4.3780821917808215
MEDSHIELD PHARMA CORP.,5.6047,4.3780821917808215
CATHY'S DINER AND CATERING SERVICES,32.4,5.558904109589041
CATHY'S DINER AND CATERING SERVICES,0.72,5.558904109589041
QUAD-GEN PHARMACEUTICAL,32.35454,5.67945205479452
TAGUM CITY EMPLOYEES MULTIPURPOSE COOPERATIVE,32.21,4.734246575342466
TAGUM CITY EMPLOYEES MULTIPURPOSE COOPERATIVE,0.0676,4.734246575342466
TAGUM CITY EMPLOYEES MULTIPURPOSE COOPERATIVE,0.0378,4.734246575342466
ELM INDUSTRIAL SALES,32.20082,12.112328767123287
ELM INDUSTRIAL SALES,0.20998,12.112328767123287
ELM INDUSTRIAL SALES,0.0372,12.112328767123287
VESRIC ENTERPRISES,32.0,15.813698630136987
VESRIC ENTERPRISES,16.0,15.813698630136987
ARCORP MEDICAL ENTERPRISES,32.0,1.819178082191781
ARCORP MEDICAL ENTERPRISES,5.5,1.819178082191781
EYLAK TRADING,30.87928,3.9178082191780823
EYLAK TRADING,8.956998,3.9178082191780823
EYLAK TRADING,7.68946,3.9178082191780823
EYLAK TRADING,2.5971,3.9178082191780823
RJMQ TRADING,30.651,3.643835616438356
RJMQ TRADING,30.651,3.643835616438356
RJMQ TRADING,2.2,3.643835616438356
JIM-JIM TRADING,30.3375,3.106849315068493
"ASIAN HYBRID SEED TECHNOLOGIES, INC.",30.03,14.2
"ASIAN HYBRID SEED TECHNOLOGIES, INC.",15.0,14.2
JOLLYMED ENTERPRISES,30.003,11.2
ACVI ENTERPRISES,30.0,0.3643835616438356
ACVI ENTERPRISES,30.0,0.3643835616438356
ACVI ENTERPRISES,19.99998,0.3643835616438356
ACVI ENTERPRISES,19.99998,0.3643835616438356
ACVI ENTERPRISES,5.0,0.3643835616438356
ACVI ENTERPRISES,5.0,0.3643835616438356
JTM AGROCHEM,30.0,10.334246575342465
ECONO PHARMA TRADING,30.0,11.46027397260274
EASYLIFE MEDICAL ENTERPRISE,29.9987,1.6054794520547946
EASYLIFE MEDICAL ENTERPRISE,28.742803199999997,1.6054794520547946
EASYLIFE MEDICAL ENTERPRISE,16.05,1.6054794520547946
EASYLIFE MEDICAL ENTERPRISE,14.995,1.6054794520547946
EASYLIFE MEDICAL ENTERPRISE,9.685,1.6054794520547946
EASYLIFE MEDICAL ENTERPRISE,1.4830079999999999,1.6054794520547946
HEXA CM INDUSTRIAL AND TRADING CORP.,29.985,1.16986301369863
VERSAFLEX PHARMA,29.874,15.054794520547945
VERSAFLEX PHARMA,21.6,15.054794520547945
OLLIN GENERAL MERCHANDISE,29.762325,1.2493150684931507
JONAS AND JOSHUA TRADING,29.51,1.7753424657534247
CASH COW TRADING,29.22305,14.92054794520548
CASH COW TRADING,0.9947,14.92054794520548
JJKHALID DRUG DISTRIBUTOR,28.82442,5.227397260273973
JJKHALID DRUG DISTRIBUTOR,10.96887,5.227397260273973
JJKHALID DRUG DISTRIBUTOR,8.97995,5.227397260273973
JJKHALID DRUG DISTRIBUTOR,1.7789,5.227397260273973
JJKHALID DRUG DISTRIBUTOR,1.386,5.227397260273973
JJKHALID DRUG DISTRIBUTOR,0.775,5.227397260273973
JJKHALID DRUG DISTRIBUTOR,0.367,5.227397260273973
JJKHALID DRUG DISTRIBUTOR,0.367,5.227397260273973
AXZEEN SECURITY AGENCY,28.530432,12.134246575342466
CEBU SURGICAL & MEDICAL ENTERPRISES,28.41315,14.520547945205479
CEBU SURGICAL & MEDICAL ENTERPRISES,9.99996,14.520547945205479
CEBU SURGICAL & MEDICAL ENTERPRISES,5.93805,14.520547945205479
SEAMMED PHARMA,28.0,11.032876712328767
SEAMMED PHARMA,10.2,11.032876712328767
DOYDORA ENTERPRISES,27.9866335,13.405479452054795
DOYDORA ENTERPRISES,7.8602035,13.405479452054795
DOYDORA ENTERPRISES,3.4191228000000002,13.405479452054795
NVM MARKETING INC.,27.785,10.032876712328767
NVM MARKETING INC.,22.52283,10.032876712328767
NVM MARKETING INC.,22.52283,10.032876712328767
NVM MARKETING INC.,10.1895,10.032876712328767
NVM MARKETING INC.,9.40924,10.032876712328767
NVM MARKETING INC.,7.36177,10.032876712328767
NVM MARKETING INC.,4.1992,10.032876712328767
NVM MARKETING INC.,0.8,10.032876712328767
RMANS ENTERPRISE,27.6,0.7232876712328767
ELAN VITA DIAGNOSTIC SOLUTIONS,27.6,10.493150684931507
ELAN VITA DIAGNOSTIC SOLUTIONS,22.5,10.493150684931507
TRESMARIA OFFICE SUPPLIES TRADING,27.5,0.03561643835616438
TRESMARIA OFFICE SUPPLIES TRADING,15.8425,0.03561643835616438
TRESMARIA OFFICE SUPPLIES TRADING,2.09814,0.03561643835616438
VITALINE HEALTHCARE INC.,27.5,0.958904109589041
MLUD ENTERPRISES,27.5,16.83013698630137
CDTECH BUILDERS,27.3349636,4.282191780821917
RBG CONSTRUCTION SERVICES,27.1570621,2.9945205479452053
MERRY MERCHANTS TRADING AND GENERAL MERCHANDISE,27.0996,12.301369863013699
MERRY MERCHANTS TRADING AND GENERAL MERCHANDISE,5.249645,12.301369863013699
MERRY MERCHANTS TRADING AND GENERAL MERCHANDISE,2.4998,12.301369863013699
SUNTECH TRADING & MARKETING,27.0,11.421917808219177
SUNTECH TRADING & MARKETING,17.755,11.421917808219177
SUNTECH TRADING & MARKETING,10.25,11.421917808219177
SUNTECH TRADING & MARKETING,5.755,11.421917808219177
SUNTECH TRADING & MARKETING,0.81,11.421917808219177
HEAVEN'S MAY GENERAL MERCHANDISING,26.684686,3.989041095890411
HEAVEN'S MAY GENERAL MERCHANDISING,3.91,3.989041095890411
HEAVEN'S MAY GENERAL MERCHANDISING,1.015,3.989041095890411
HEAVEN'S MAY GENERAL MERCHANDISING,0.35,3.989041095890411
KINOVETT SCIENTIFIC SOLUTIONS CO.,26.68269,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,10.0485,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,3.3495,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,3.3495,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,3.17664,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,2.096,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,2.04065,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,1.99815,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,1.61328,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,1.61328,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,1.59456,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,1.253,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.371,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.1104,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.10488,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.069,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.069,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.069,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.069,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.06624,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.06624,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.06624,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.06348,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.06348,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.06072,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.06072,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.05796,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.05796,3.484931506849315
KINOVETT SCIENTIFIC SOLUTIONS CO.,0.05796,3.484931506849315
GREENLAND AGRI-BUSINESS TRADING,26.5721,10.271232876712329
GREENLAND AGRI-BUSINESS TRADING,13.552,10.271232876712329
GREENLAND AGRI-BUSINESS TRADING,8.958,10.271232876712329
TSS CORPORATION,26.5334,0.06575342465753424
DIOSA RICEMILL,26.50752,0.15616438356164383
HAWK RESCUE EQUIPMENT AND GENERAL MERCHANDISE,26.5,3.9315068493150687
HAWK RESCUE EQUIPMENT AND GENERAL MERCHANDISE,6.79632,3.9315068493150687
HAWK RESCUE EQUIPMENT AND GENERAL MERCHANDISE,3.0507,3.9315068493150687
HAWK RESCUE EQUIPMENT AND GENERAL MERCHANDISE,1.36605,3.9315068493150687
HAWK RESCUE EQUIPMENT AND GENERAL MERCHANDISE,0.8984,3.9315068493150687
HAWK RESCUE EQUIPMENT AND GENERAL MERCHANDISE,0.14825,3.9315068493150687
HAWK RESCUE EQUIPMENT AND GENERAL MERCHANDISE,0.10275,3.9315068493150687
GENZEN PHARMACEUTICAL TRADING,26.29,0.31232876712328766
GENZEN PHARMACEUTICAL TRADING,6.8895,0.31232876712328766
GENZEN PHARMACEUTICAL TRADING,5.52,0.31232876712328766
GENZEN PHARMACEUTICAL TRADING,2.1,0.31232876712328766
GENZEN PHARMACEUTICAL TRADING,1.95,0.31232876712328766
GENZEN PHARMACEUTICAL TRADING,1.17,0.31232876712328766
ISABELA GRAINS PRODUCTION AND MARKETING COOPERATIVE,26.26025,4.652054794520548
EAGLE STAR INDUSTRIAL SALES CORP.,26.2272,17.635616438356163
ECE MARKETING,26.212,16.065753424657533
ECE MARKETING,11.8197,16.065753424657533
ECE MARKETING,6.11535,16.065753424657533
ECE MARKETING,5.76,16.065753424657533
ECE MARKETING,5.09072,16.065753424657533
ECE MARKETING,2.7,16.065753424657533
ECE MARKETING,0.759,16.065753424657533
ECE MARKETING,0.663,16.065753424657533
LIBERTAD CONSUMERS CORPORATION,26.014,8.235616438356164
LIBERTAD CONSUMERS CORPORATION,7.7061,8.235616438356164
LIBERTAD CONSUMERS CORPORATION,5.175,8.235616438356164
LIBERTAD CONSUMERS CORPORATION,1.75,8.235616438356164
LIBERTAD CONSUMERS CORPORATION,1.1152,8.235616438356164
LIBERTAD CONSUMERS CORPORATION,0.2875,8.235616438356164
LIBERTAD CONSUMERS CORPORATION,0.2868695,8.235616438356164
"MNL LIGHTS, CONTROLS AND ACOUSTICS SOLUTIONS",26.0,5.726027397260274
MORALEDA FARMS,25.92,10.210958904109589
MORALEDA FARMS,6.5,10.210958904109589
MORALEDA FARMS,6.24,10.210958904109589
MOUNT SINAI SCIENTIFIC AND PHARMACEUTICAL SUPPLY,25.825,18.26027397260274
JREV PHARMA DRUG DISTRIBUTOR,25.09028,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,10.197720799999999,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,4.962,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,3.77192,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,3.00928,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,2.7094,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,2.475,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,2.0168,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,1.9865,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,1.9812,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,1.799,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,1.78374,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,1.6,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,1.3343,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,0.5178,11.561643835616438
JREV PHARMA DRUG DISTRIBUTOR,0.4,11.561643835616438
JENMAR PHARMA,25.065509700000003,9.378082191780821
JENMAR PHARMA,2.008169,9.378082191780821
PANALAY TAILORING,25.0,4.449315068493151
PANALAY TAILORING,8.0,4.449315068493151
PANALAY TAILORING,1.7375,4.449315068493151
PANALAY TAILORING,1.497,4.449315068493151
PANALAY TAILORING,1.31725,4.449315068493151
PANALAY TAILORING,0.27,4.449315068493151
KERGEN MARKETING,25.0,6.126027397260274
ALARCON CATERING SERVICES,25.0,13.005479452054795
ALARCON CATERING SERVICES,20.0,13.005479452054795
ALARCON CATERING SERVICES,7.268,13.005479452054795
COSTALES RICEMILL,24.975,10.654794520547945
COSTALES RICEMILL,9.62,10.654794520547945
COSTALES RICEMILL,9.25,10.654794520547945
COSTALES RICEMILL,9.07425,10.654794520547945
COSTALES RICEMILL,8.88,10.654794520547945
COSTALES RICEMILL,8.50075,10.654794520547945
SANREICH HEALTHCARE INC.,24.95,6.3342465753424655
SANREICH HEALTHCARE INC.,23.85,6.3342465753424655
TSALEACH TRADING,24.61955,11.567123287671233
TSALEACH TRADING,6.8065,11.567123287671233
TSALEACH TRADING,0.7065,11.567123287671233
TSALEACH TRADING,0.1188,11.567123287671233
FILRAD CORPORATION,24.5787,10.758904109589041
F.E.G GENERAL MERCHANDISE,24.54,0.8246575342465754
F.E.G GENERAL MERCHANDISE,7.8,0.8246575342465754
F.E.G GENERAL MERCHANDISE,6.40225,0.8246575342465754
F.E.G GENERAL MERCHANDISE,3.75,0.8246575342465754
F.E.G GENERAL MERCHANDISE,2.4,0.8246575342465754
F.E.G GENERAL MERCHANDISE,2.25,0.8246575342465754
F.E.G GENERAL MERCHANDISE,2.11169,0.8246575342465754
F.E.G GENERAL MERCHANDISE,1.2285,0.8246575342465754
F.E.G GENERAL MERCHANDISE,1.091,0.8246575342465754
F.E.G GENERAL MERCHANDISE,0.73886,0.8246575342465754
F.E.G GENERAL MERCHANDISE,0.46791,0.8246575342465754
"CSI WAREHOUSE CLUB, INC.",24.4975,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",9.89404,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",9.116,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",5.26,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",4.6,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",2.493157,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",1.4135,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",1.00269,12.632876712328768
"CSI WAREHOUSE CLUB, INC.",0.14282,12.632876712328768
GRV MARKETING,24.48,4.331506849315068
ERS ENTERPRISES,24.3057,15.2986301369863
ERS ENTERPRISES,24.3057,15.2986301369863
BIOCHEM SCIENTIFIC DIAGNOSTIC SUPPLY,24.27755,8.632876712328768
BIOCHEM SCIENTIFIC DIAGNOSTIC SUPPLY,7.49788,8.632876712328768
BIOCHEM SCIENTIFIC DIAGNOSTIC SUPPLY,4.98863,8.632876712328768
BIOCHEM SCIENTIFIC DIAGNOSTIC SUPPLY,2.96453,8.632876712328768
BIOCHEM SCIENTIFIC DIAGNOSTIC SUPPLY,2.88523,8.632876712328768
BIOCHEM SCIENTIFIC DIAGNOSTIC SUPPLY,2.09084,8.632876712328768
BIOCHEM SCIENTIFIC DIAGNOSTIC SUPPLY,1.15198,8.632876712328768
DAVAO ORIENTAL SEED PRODUCERS COOPERATIVE,24.2136,10.221917808219178
DAVAO ORIENTAL SEED PRODUCERS COOPERATIVE,12.726,10.221917808219178
M3C TRADING,24.06075,15.263013698630138
M3C TRADING,23.925,15.263013698630138
M3C TRADING,20.9735375,15.263013698630138
M3C TRADING,11.975,15.263013698630138
M3C TRADING,7.0975125,15.263013698630138
M3C TRADING,6.9296,15.263013698630138
M3C TRADING,2.145,15.263013698630138
M3C TRADING,1.95,15.263013698630138
M3C TRADING,1.056,15.263013698630138
M3C TRADING,0.94,15.263013698630138
M3C TRADING,0.376,15.263013698630138
MAGGOT PHARMA TRADING,23.5383,4.7534246575342465
MAGGOT PHARMA TRADING,18.448,4.7534246575342465
MAGGOT PHARMA TRADING,14.63247,4.7534246575342465
SJ BONIFACIO BUILDERS,23.467328,12.35890410958904
"ELITE HEALTHCARE AND MEDICAL DISTRIBUTION, INC.",23.326839300000003,2.5013698630136987
RHOZLE JONAH'S ENTERPRISES,23.298,7.572602739726028
RHOZLE JONAH'S ENTERPRISES,15.6906,7.572602739726028
RHOZLE JONAH'S ENTERPRISES,3.2424,7.572602739726028
RHOZLE JONAH'S ENTERPRISES,0.2016,7.572602739726028
FARMACIA SHEENA,23.29,2.263013698630137
FARMACIA SHEENA,10.7967,2.263013698630137
FARMACIA SHEENA,8.79,2.263013698630137
FARMACIA SHEENA,6.0,2.263013698630137
FARMACIA SHEENA,1.5,2.263013698630137
FARMACIA SHEENA,0.522,2.263013698630137
THEL CONSTRUCTION & SUPPLIES,23.2825709,12.35068493150685
POWERMEDS TRADING,23.25,6.126027397260274
POWERMEDS TRADING,15.5,6.126027397260274
KCJ GENERAL MERCHANDISE,23.0,4.035616438356165
KCJ GENERAL MERCHANDISE,22.96444,4.035616438356165
KCJ GENERAL MERCHANDISE,14.13297,4.035616438356165
KCJ GENERAL MERCHANDISE,12.75,4.035616438356165
KCJ GENERAL MERCHANDISE,5.69975,4.035616438356165
KCJ GENERAL MERCHANDISE,0.471,4.035616438356165
SY MEDICAL TRADING CORPORATION,22.5,6.717808219178083
SY MEDICAL TRADING CORPORATION,1.8,6.717808219178083
AJJ TRADING,22.2674,7.336986301369863
AJJ TRADING,13.41,7.336986301369863
AJJ TRADING,4.25975,7.336986301369863
AJJ TRADING,3.39985,7.336986301369863
NITROX ENTERPRISES,22.24808,14.175342465753424
NITROX ENTERPRISES,11.7855,14.175342465753424
NITROX ENTERPRISES,3.808,14.175342465753424
NITROX ENTERPRISES,3.33,14.175342465753424
NITROX ENTERPRISES,2.457,14.175342465753424
NITROX ENTERPRISES,1.4194,14.175342465753424
MED-LINK ENTERPRISES,21.735,3.6465753424657534
ACE CENTERPOINT,21.33843,9.6
ACE CENTERPOINT,4.0952,9.6
ACE CENTERPOINT,2.952,9.6
ACE CENTERPOINT,2.34825,9.6
ACE CENTERPOINT,2.155858,9.6
ACE CENTERPOINT,1.26,9.6
ACE CENTERPOINT,0.3859,9.6
ACE CENTERPOINT,0.275,9.6
ACE CENTERPOINT,0.24669,9.6
ACE CENTERPOINT,0.15056799999999998,9.6
SANFORD MARKETING CORPORATION,21.3,3.734246575342466
SANFORD MARKETING CORPORATION,0.7089885,3.734246575342466
SANFORD MARKETING CORPORATION,0.0976525,3.734246575342466
JEKAT MEDICAL SUPPLIES AND EQUIPMENT,20.979,4.1726027397260275
JEKAT MEDICAL SUPPLIES AND EQUIPMENT,10.01145,4.1726027397260275
JEKAT MEDICAL SUPPLIES AND EQUIPMENT,1.0,4.1726027397260275
SJ MARKETING,20.875,0.5041095890410959
SJ MARKETING,20.875,0.5041095890410959
SJ MARKETING,12.525,0.5041095890410959
SJ MARKETING,5.0,0.5041095890410959
SJ MARKETING,5.0,0.5041095890410959
3RG FORTUNE ENTERPRISES,20.874,8.317808219178081
3RG FORTUNE ENTERPRISES,2.382179,8.317808219178081
3RG FORTUNE ENTERPRISES,2.35175,8.317808219178081
3RG FORTUNE ENTERPRISES,0.744,8.317808219178081
3RG FORTUNE ENTERPRISES,0.6507225,8.317808219178081
3RG FORTUNE ENTERPRISES,0.43932,8.317808219178081
3RG FORTUNE ENTERPRISES,0.3649735,8.317808219178081
3RG FORTUNE ENTERPRISES,0.362855,8.317808219178081
3RG FORTUNE ENTERPRISES,0.2203,8.317808219178081
3RG FORTUNE ENTERPRISES,0.0859975,8.317808219178081
3RG FORTUNE ENTERPRISES,0.0266175,8.317808219178081
CARTESIAN BUILDERS,20.1803996,8.093150684931507
CARTESIAN BUILDERS,6.0981857999999995,8.093150684931507
PAPAG AT BILAO CATERING SERVICE,20.025,11.753424657534246
JRV TRADERS,20.023517,8.443835616438356
JRV TRADERS,9.39192,8.443835616438356
RXCAREMED ENTERPRISES,20.01683,2.0246575342465754
RXCAREMED ENTERPRISES,17.87252,2.0246575342465754
RXCAREMED ENTERPRISES,5.23,2.0246575342465754
RXCAREMED ENTERPRISES,2.4136,2.0246575342465754
RXCAREMED ENTERPRISES,0.75,2.0246575342465754
RXCAREMED ENTERPRISES,0.148,2.0246575342465754
RPB COMMERCIALS,19.98247,14.38082191780822
RPB COMMERCIALS,4.1,14.38082191780822
RPB COMMERCIALS,1.83,14.38082191780822
RPB COMMERCIALS,0.8,14.38082191780822
RPB COMMERCIALS,0.2235,14.38082191780822
JSGA ENTERPRISES,19.9675,7.964383561643835
JSGA ENTERPRISES,19.96,7.964383561643835
JSGA ENTERPRISES,17.16385,7.964383561643835
JSGA ENTERPRISES,9.9611,7.964383561643835
